	-0.3165
1	0.0264
100	0.0077
11	0.0064
113	0.0077
1162	0.0077
12	0.0077
13	0.0077
174	0.0077
1879	0.0237
1880	0.0347
1881	0.0155
1882	0.0077
1883	0.0279
1884	0.0237
1885	0.0077
1901	0.0077
2	0.0150
214	0.0077
22	0.0077
242	0.0077
265	0.0077
266	0.0077
27	0.0077
28	0.0077
3	0.0232
300	0.0077
32	0.0077
325	0.0077
326	0.0077
329	0.0155
35	0.0077
36	0.0077
37	0.0077
4	0.0208
40	0.0077
42	0.0155
429	0.0077
45	0.0077
47	0.0064
48	0.0155
5	0.0139
512	0.0077
55	0.0139
560	0.0077
567	0.0077
590	0.0077
6	0.0232
7	0.0139
77	0.0077
82	0.0077
84	0.0077
85	0.0232
9	0.0077
Baseball	0.0077
Blues	0.0077
Cleveland	0.0077
Franchise	0.0077
Franchises	0.0077
Info	0.0077
Kennard	0.0077
MLB	0.0139
NL	0.0077
P	0.0059
PJ	0.0077
Park	0.0077
Reference	0.0077
Retrosheet	0.0077
Street	0.0077
Wikipedia	0.0077
com	0.0077
kypris	0.0077
www	0.0077
ある	0.0064
いる	0.0351
かける	0.0077
こと	0.0077
この	0.0208
しまう	0.0155
する	0.0561
その後	0.0077
なる	0.0191
の	0.0077
よる	0.0064
れる	0.0091
アソシエーション	0.0077
アメリカ合衆国	0.0069
ウィキペディア	0.0077
ウースター・ルビーレッグス	0.0077
オハイオ	0.0139
カテゴリ	0.0077
クラップ	0.0077
クリーブランド	0.0464
クリーブランド・インディアンス	0.0077
シーズン	0.0077
ジム	0.0279
ジム・マコーミック	0.0139
ジョン	0.0155
ジョー	0.0077
スポーツ	0.0059
セントルイス・マルーンズ	0.0077
ダン	0.0279
チャーリー・ハケット	0.0077
チーム	0.0850
デイリー	0.0191
デトロイト	0.0077
デビュー	0.0077
ナショナル	0.0237
ナビゲーション	0.0077
ネッド・ハンロン	0.0077
ハーキンス	0.0139
バンク	0.0077
ヒュー	0.0191
ビル	0.0386
フィリップス	0.0279
フランク	0.0077
フランチャイズ	0.0077
フリー	0.0077
フレッド	0.0191
ブルース	0.0279
プロ	0.0077
マイク・マクギアリー	0.0077
マコーミック	0.0351
マルーンズ	0.0077
メジャー	0.0077
メジャーリーグベースボール	0.0077
ユニオン	0.0077
ラップ	0.0279
リッチモンド	0.0077
リンク	0.0127
リー	0.0077
リーグ	0.0773
ロフト	0.0077
一	0.0077
一塁	0.0077
三振	0.0077
上げる	0.0077
下さる	0.0077
中心	0.0077
主	0.0277
事典	0.0077
人	0.0077
位	0.0555
低迷	0.0077
作成	0.0077
兼任	0.0139
出典	0.0232
前後	0.0064
創設	0.0069
加盟	0.0155
加筆	0.0077
勝	0.0191
勝利	0.0155
勝率	0.0139
協力	0.0077
受け継ぐ	0.0077
史	0.0127
史上	0.0069
名乗る	0.0077
名前	0.0069
回	0.0139
売却	0.0077
外部	0.0139
外野	0.0077
大	0.0077
失点	0.0077
失策	0.0077
奪	0.0077
存在	0.0077
安打	0.0139
完全	0.0077
州	0.0139
年	0.1733
年度	0.0077
度	0.0077
弊害	0.0077
急遽	0.0077
成績	0.0139
戦	0.0077
戦績	0.0191
所属	0.0127
手	0.0155
打点	0.0077
打率	0.0191
投げる	0.0077
投手	0.0191
押し上げる	0.0077
攻撃	0.0069
敗	0.0191
敗戦	0.0139
数	0.0232
新	0.0077
日	0.0155
暴投	0.0077
書く	0.0077
最優秀	0.0077
最初	0.0077
最多	0.0309
月	0.0127
本塁打	0.0077
本拠地	0.0139
検索	0.0077
権	0.0077
歳	0.0077
求める	0.0077
活動	0.0069
活躍	0.0069
渡る	0.0059
無	0.0077
率	0.0139
現在	0.0077
球団	0.0485
百科	0.0077
監督	0.0232
目次	0.0077
移動	0.0077
移籍	0.0127
立てる	0.0077
編集	0.0382
翌年	0.0077
者	0.0064
脚注	0.0139
落とす	0.0077
表示	0.0069
補強	0.0077
解散	0.0077
訂正	0.0077
記録	0.0347
設立	0.0048
許す	0.0077
試合	0.0208
躍進	0.0077
通算	0.0541
達成	0.0077
選手	0.0084
野球	0.0309
防御	0.0139
非	0.0077
面	0.0069
項目	0.0155
順位	0.0232
