	-0.3143
1	0.0268
15	0.0196
18	0.0059
1909	0.0065
193	0.0131
1936	0.0065
1973	0.0196
1991	0.0131
1993	0.0065
1994	0.0131
1995	0.0262
1996	0.0065
1997	0.0235
1999	0.0131
2	0.0339
2000	0.0065
2001	0.0117
2004	0.0065
2005	0.0100
2006	0.0131
2007	0.0100
287	0.0065
3	0.0327
31	0.0065
33	0.0065
340	0.0065
36	0.0065
4	0.0646
436	0.0065
499	0.0065
5	0.0176
53	0.0065
6	0.0523
63	0.0131
7	0.0235
8	0.0196
9	0.0131
90	0.0131
ATP	0.0117
Greg	0.0117
Rusedski	0.0117
Wikipedia	0.0065
cm	0.0131
kg	0.0131
ある	0.0108
いる	0.0127
こと	0.0196
する	0.0370
その	0.0065
その後	0.0065
できる	0.0065
なる	0.0324
ひとり	0.0065
よう	0.0045
アトランタ	0.0117
アフリカ	0.0065
アメリカ・ロードアイランド	0.0065
アルノー・クレマン	0.0065
アンディ	0.0065
イギリス	0.0566
ウィキペディア	0.0065
ウィンブルドン	0.0065
ウクライナ	0.0065
オリンピック	0.0117
オーストラリア	0.0065
オープン	0.0235
カテゴリ	0.0065
カナダ	0.0327
キャリア	0.0065
グループ	0.0059
グレグ	0.0201
グレグ・ルゼドスキー	0.0117
ケベック	0.0065
サーバー	0.0201
サーブ	0.0162
シドニー	0.0117
シングルス	0.0324
シード	0.0065
ストレート	0.0065
セドリック・ピオリーン	0.0065
セルジ・ブルゲラ	0.0065
ゾーン	0.0065
タイプ	0.0031
ダイアナ	0.0065
ダブルス	0.0268
ツアー	0.0458
ティム	0.0065
テニス	0.0294
デビスカップ	0.0162
デビュー	0.0065
ナビゲーション	0.0065
ニュー	0.0162
ハンド	0.0065
バック	0.0065
パトリック・ラフター	0.0065
パリ	0.0065
ビッグ	0.0262
フランス	0.0131
フリー	0.0065
フレッド	0.0054
プレー	0.0117
プロ	0.0065
プロテニス	0.0065
プロフィール	0.0059
ヘン	0.0054
ベスト	0.0131
ペリー	0.0065
ポート	0.0151
マレー	0.0065
マン	0.0065
マーク・フィリプーシス	0.0065
モントリオール	0.0117
ヨーロッパ	0.0065
ラテン	0.0065
ランキング	0.0131
リンク	0.0054
ルゼドスキー	0.0371
ロンドン	0.0131
・	0.0065
一気に	0.0065
上げる	0.0065
不調	0.0065
世界	0.0108
乗る	0.0065
事典	0.0065
事故死	0.0065
五輪	0.0117
交通	0.0047
人	0.0196
人物	0.0162
仏	0.0196
代表	0.0142
以前	0.0065
以来	0.0059
伸ばす	0.0059
位	0.0176
体重	0.0131
作成	0.0065
優勝	0.0393
元	0.0065
入り	0.0065
全	0.0458
全米	0.0268
全豪オープン	0.0065
出典	0.0065
出場	0.0100
出身	0.0131
初	0.0065
初めて	0.0065
別	0.0059
利き手	0.0065
制す	0.0065
勝	0.0485
勝ち進む	0.0117
勝利	0.0065
勢い	0.0065
取得	0.0131
受ける	0.0059
同僚	0.0065
同士	0.0065
同年	0.0065
名	0.0059
呼ぶ	0.0059
喪章	0.0065
回戦	0.0412
国	0.0065
国民	0.0059
国籍	0.0196
国際	0.0065
在住	0.0065
地	0.0131
基本	0.0065
外部	0.0059
多い	0.0065
大	0.0262
大きい	0.0065
大きな	0.0065
大会	0.0523
好	0.0065
妃	0.0065
存命	0.0065
完敗	0.0065
対抗	0.0065
対決	0.0131
少ない	0.0065
居住	0.0065
展開	0.0065
州	0.0117
左	0.0065
左利き	0.0065
市内	0.0065
年	0.1409
年生	0.0059
度	0.0065
引退	0.0131
彼	0.0033
後	0.0065
応援	0.0039
情報	0.0065
成績	0.0294
戦	0.0196
手打ち	0.0065
挙げる	0.0065
敗	0.0162
敗れる	0.0117
文字	0.0065
日	0.0196
最後	0.0117
最速	0.0065
最高	0.0262
月	0.0378
有名	0.0059
果たす	0.0262
検索	0.0065
歳	0.0131
歴る	0.0065
殿堂	0.0065
母親	0.0065
比べる	0.0065
決勝	0.0117
波	0.0065
準	0.0131
準々	0.0065
父親	0.0059
片	0.0065
現在	0.0065
現役	0.0065
生年月日	0.0065
生涯	0.0065
男子	0.0294
界	0.0065
百科	0.0065
的	0.0047
皇太子	0.0065
着ける	0.0065
知名度	0.0065
移住	0.0065
移動	0.0065
競い合う	0.0065
競う	0.0065
第	0.0117
系	0.0050
組む	0.0065
経歴	0.0059
編	0.0065
編集	0.0054
者	0.0054
自己	0.0117
若手	0.0065
英	0.0131
英語	0.0065
表	0.0131
表明	0.0065
試合	0.0059
話	0.0065
話題	0.0065
豪	0.0117
身長	0.0131
通算	0.0131
速度	0.0042
連覇	0.0065
週	0.0065
進出	0.0262
選手	0.0321
