	-0.3581
1	0.0063
10	0.0046
11	0.0076
13	0.0046
1338	0.0046
1358	0.0046
1368	0.0046
1378	0.0046
1379	0.0046
1381	0.0046
1394	0.0082
1423	0.0046
1429	0.0046
1442	0.0046
1449	0.0046
1473	0.0046
1490	0.0046
1494	0.0046
15	0.0046
1508	0.0046
1521	0.0046
1546	0.0046
1559	0.0046
1568	0.0082
2	0.0179
3	0.0092
30	0.0046
4	0.0082
5	0.0082
6	0.0092
8	0.0046
Wikipedia	0.0046
ある	0.0303
いる	0.0179
かつて	0.0041
ここ	0.0092
こと	0.0230
この	0.0041
これ	0.0046
ご	0.0046
しばらく	0.0046
しょ	0.0046
する	0.0464
せる	0.0046
その	0.0046
その後	0.0092
それ	0.0092
たち	0.0046
ため	0.0165
ちなむ	0.0046
ない	0.0046
なる	0.0265
の	0.0046
のち	0.0092
はな	0.0046
ほぼ	0.0046
もどる	0.0046
もの	0.0092
よう	0.0094
られる	0.0124
れる	0.0571
アスニー	0.0046
ウィキペディア	0.0046
カテゴリ	0.0046
デモンストレーション	0.0046
ナビゲーション	0.0046
フリー	0.0046
・	0.0046
一	0.0046
一品	0.0046
三	0.0038
三条	0.0082
上京	0.0046
上杉本	0.0046
上皇	0.0114
上立売	0.0046
不和	0.0046
与える	0.0046
中期	0.0041
乱	0.0046
事	0.0092
事典	0.0046
二	0.0152
京都	0.0166
亭	0.0141
今出川	0.0209
代	0.0166
以北	0.0046
以南	0.0046
以東	0.0046
会	0.0031
伝わる	0.0046
位置	0.0046
住まう	0.0046
住む	0.0138
何	0.0046
作る	0.0041
作成	0.0046
併せる	0.0082
使う	0.0046
使用	0.0041
倉	0.0046
倍	0.0041
催す	0.0046
元	0.0046
元年	0.0114
光	0.0114
公	0.0046
公家	0.0166
兼ねる	0.0046
内	0.0165
内裏	0.0046
円融天皇	0.0046
再任	0.0046
再建	0.0046
再興	0.0046
出典	0.0046
別邸	0.0046
前	0.0046
北	0.0046
北小路	0.0141
北小路室	0.0082
北山	0.0046
北朝	0.0046
区	0.0046
半分	0.0046
南北	0.0114
南部	0.0046
及ぶ	0.0046
収蔵	0.0046
叔母	0.0046
古く	0.0046
各地	0.0046
同志社大学	0.0082
名前	0.0082
名残	0.0046
向かい側	0.0046
呼ぶ	0.0206
呼称	0.0046
商い	0.0046
営む	0.0046
嗣	0.0046
嘉吉	0.0046
四季	0.0046
囲む	0.0046
国	0.0046
圖	0.0046
土御門	0.0046
地	0.0046
坊門	0.0082
場合	0.0046
場所	0.0082
大	0.0046
大名	0.0046
大聖寺	0.0114
大通り	0.0046
天授	0.0046
天文	0.0046
奥行き	0.0046
始まる	0.0184
始める	0.0082
季	0.0046
守護	0.0046
安	0.0028
安土	0.0046
完成	0.0046
宣子	0.0046
室町	0.0336
家	0.0298
寒梅	0.0046
寝殿	0.0046
寺院	0.0046
対立	0.0046
将軍	0.0290
将軍家	0.0082
尊	0.0046
尊氏	0.0046
小規模	0.0046
小路	0.0046
就任	0.0046
尼	0.0046
居所	0.0082
山城	0.0046
岡松	0.0166
崇	0.0114
市	0.0082
師	0.0046
幕府	0.0322
年	0.1526
年号	0.0046
幾度	0.0046
広がり	0.0046
広大	0.0046
度	0.0046
度重なる	0.0046
庭	0.0046
廃止	0.0046
延	0.0046
延徳	0.0046
建てる	0.0082
建物	0.0046
引く	0.0046
当時	0.0092
形成	0.0046
征夷大将軍	0.0046
後	0.0046
後見	0.0046
後醍醐天皇	0.0046
御所	0.0326
御所八幡	0.0046
御苑	0.0046
応	0.0046
応仁	0.0046
応元	0.0046
応安	0.0046
応永	0.0082
思う	0.0092
息子	0.0046
戦乱	0.0082
戦火	0.0046
手狭	0.0046
折々	0.0046
招く	0.0046
挟む	0.0046
描く	0.0046
政権	0.0114
敷地	0.0166
文	0.0082
文明	0.0046
斯波	0.0046
新築	0.0046
日野	0.0046
明	0.0046
時代	0.0276
