	-0.3145
1	0.0074
11	0.0119
12	0.0072
13	0.0018
135	0.0018
14	0.0018
15	0.0018
16	0.0036
17	0.0018
18	0.0032
1885	0.0054
1905	0.0030
1910	0.0016
1914	0.0018
1917	0.0036
1920	0.0018
1923	0.0036
1927	0.0018
1931	0.0018
1932	0.0018
1934	0.0016
1936	0.0018
1938	0.0018
1939	0.0018
1940	0.0018
1941	0.0108
1942	0.0015
1943	0.0018
1945	0.0036
1958	0.0018
1961	0.0059
1982	0.0018
2	0.0070
20	0.0018
2008	0.0016
21	0.0054
22	0.0018
24	0.0014
258	0.0018
26	0.0036
283	0.0018
3	0.0162
31	0.0018
33	0.0054
36	0.0036
38	0.0018
4	0.0129
43	0.0018
5	0.0016
6	0.0054
64	0.0018
69	0.0018
7	0.0048
76	0.0018
8	0.0036
9	0.0054
94	0.0018
A	0.0018
TBS	0.0011
Wikipedia	0.0018
あからさま	0.0018
あたる	0.0018
あの	0.0018
ある	0.0134
いう	0.0016
いく	0.0016
いじる	0.0018
いる	0.0222
うまい	0.0018
おる	0.0041
くい	0.0018
くる	0.0036
こと	0.0234
この	0.0081
この間	0.0018
これ	0.0018
さ	0.0014
さながら	0.0018
さん	0.0018
しばらく	0.0018
しまう	0.0018
す	0.0016
する	0.0661
せる	0.0036
その	0.0072
それぞれ	0.0018
たち	0.0018
たどる	0.0018
ため	0.0145
つい	0.0018
できる	0.0072
とき	0.0018
どう	0.0018
ない	0.0126
なる	0.0163
の	0.0108
のち	0.0018
はさむ	0.0018
まさか	0.0018
まったく	0.0018
もちろん	0.0018
もの	0.0018
もはや	0.0032
やがて	0.0015
やむない	0.0018
よう	0.0025
ようやく	0.0018
ら	0.0036
られる	0.0129
れる	0.0245
ろくに	0.0018
われる	0.0018
ん	0.0016
イギリス	0.0039
ウィキペディア	0.0018
ウジミナス	0.0018
エピソード	0.0016
エリート	0.0032
オックスフォード大学	0.0018
オーストラリア	0.0036
カテゴリ	0.0018
コース	0.0015
シドニー	0.0032
ジュネーブ	0.0018
ソ連	0.0016
タイプ	0.0004
ドイツ	0.0018
ナチス	0.0018
ナビゲーション	0.0018
ニュージーランド	0.0018
フランク	0.0018
フリー	0.0018
ブラジル	0.0018
ポスト	0.0036
リン	0.0016
ルーズベルト	0.0032
ロンドン	0.0054
ヶ月	0.0036
・	0.0036
一	0.0072
一三	0.0018
一成	0.0018
一方	0.0018
一等旭日桐花大綬章	0.0018
一覧	0.0036
一貫	0.0018
一途	0.0018
一郎	0.0018
三	0.0045
三塚	0.0018
三木	0.0018
三条	0.0016
上	0.0018
上半期	0.0016
下	0.0018
下半期	0.0018
不	0.0018
不満	0.0018
不足	0.0018
世界	0.0030
両	0.0016
中佐	0.0015
中学	0.0018
中学校	0.0014
中尉	0.0018
中山	0.0018
中島	0.0018
中曽根	0.0018
中枢	0.0018
主力	0.0032
主張	0.0015
主義	0.0014
久世	0.0018
乗る	0.0018
乗組	0.0018
乗艦	0.0018
乙種	0.0018
予備	0.0018
事典	0.0018
事務	0.0072
事情	0.0036
事項	0.0018
二	0.0015
二位勲一等旭日桐花大綬章	0.0018
二郎	0.0018
五	0.0016
五十六	0.0032
井上	0.0054
交渉	0.0081
享年	0.0018
人	0.0018
人事	0.0016
人物	0.0074
仁和寺	0.0018
他人	0.0009
代	0.0065
代わる	0.0032
令	0.0018
以来	0.0032
任じる	0.0090
企業	0.0018
伊	0.0018
伊東	0.0018
伊藤	0.0018
伊達	0.0036
伊集院	0.0018
伏見	0.0016
会	0.0012
会談	0.0032
会議	0.0048
会長	0.0036
伸	0.0018
伺う	0.0018
位	0.0032
住山	0.0018
佐世保	0.0072
佐武郎	0.0018
佐藤	0.0018
何	0.0018
余る	0.0018
余地	0.0018
作成	0.0018
作戦	0.0026
依頼	0.0018
俊夫	0.0018
信介	0.0018
信太郎	0.0018
信孝	0.0032
信行	0.0018
俺	0.0018
倉成	0.0018
候補	0.0018
僅か	0.0016
優先	0.0018
充実	0.0018
先代	0.0090
先発	0.0018
先輩	0.0018
克也	0.0018
克服	0.0018
入学	0.0032
入校	0.0018
全体	0.0016
全権	0.0018
八郎	0.0054
公望	0.0032
公職	0.0032
公言	0.0018
共	0.0012
兵	0.0036
具視	0.0018
兼	0.0018
兼任	0.0048
内田	0.0054
内閣	0.0162
再	0.0018
再び	0.0036
出る	0.0054
出世	0.0018
出典	0.0018
出身	0.0072
分隊	0.0018
列	0.0016
初めて	0.0018
別	0.0016
制限	0.0018
則	0.0018
前	0.0036
前田	0.0012
前者	0.0018
剛	0.0018
副	0.0072
副官	0.0018
副島	0.0032
副長	0.0018
力	0.0054
加藤	0.0072
助	0.0018
努力	0.0018
励む	0.0018
労働	0.0054
勅	0.0018
勉学	0.0018
務	0.0036
務める	0.0054
勝ち取る	0.0016
勝男	0.0018
勤務	0.0018
勲	0.0018
化	0.0018
十	0.0018
千歳	0.0018
半	0.0016
半年	0.0032
半生	0.0018
卒業	0.0108
卒業生	0.0018
博	0.0036
博文	0.0018
即日	0.0018
卿	0.0018
厚生	0.0018
原	0.0036
原料	0.0018
原点	0.0018
厳しい	0.0032
参謀	0.0054
及ぶ	0.0018
及川	0.0055
反り	0.0018
反対	0.0018
取る	0.0018
受け取る	0.0018
受理	0.0018
口出し	0.0018
口癖	0.0018
古志	0.0018
古賀	0.0036
叩く	0.0032
可否	0.0018
号	0.0090
司令	0.0018
司政	0.0018
合う	0.0018
合弁	0.0018
吉三郎	0.0032
吉田	0.0045
同士	0.0018
同時に	0.0016
同期	0.0018
同盟	0.0052
同郷	0.0018
名	0.0016
名札	0.0018
吐露	0.0018
向かう	0.0018
向ける	0.0018
