	-0.3853
NASA	0.0889
w	0.2197
ある	0.0732
え	0.0889
える	0.0797
こと	0.0889
さ	0.0682
しみ	0.0889
すぎる	0.0889
する	0.0717
そり	0.1594
そる	0.0889
なる	0.0732
へん	0.0889
ぽい	0.1594
まつ	0.0797
みる	0.0889
セイク	0.0889
ソリ	0.0889
モタク	0.0889
ンゴ	0.0889
二	0.0732
優勝	0.0889
剤	0.0889
化す	0.0889
深い	0.0889
漏れ	0.0889
無限	0.0889
練り	0.0889
良い	0.0889
郎	0.0889
魔	0.0889
