	-0.3098
0875	0.0055
1	0.0075
12	0.0055
133	0.0055
16	0.0055
1664	0.0098
1666	0.0055
179	0.0055
1891	0.0049
1996	0.0055
2	0.0107
20	0.0055
23	0.0055
24	0.0042
28	0.0055
29	0.0049
3	0.0110
30	0.0055
35	0.0055
4	0.0147
5	0.0147
6	0.0164
690	0.0055
7	0.0098
8	0.0055
82	0.0055
88	0.0055
9	0.0110
Wikipedia	0.0055
あやかる	0.0055
ある	0.0497
いう	0.0098
いる	0.0355
うむ	0.0055
お	0.0055
おる	0.0042
お抱え	0.0098
かつて	0.0049
かむ	0.0055
げっ	0.0045
こうした	0.0055
ここ	0.0055
こと	0.0055
この	0.0541
こよない	0.0055
さん	0.0110
しょうじ	0.0055
しょうにん	0.0055
しんじる	0.0055
すぐ	0.0055
する	0.0376
せる	0.0055
そう	0.0055
そこ	0.0055
その	0.0055
ため	0.0049
ちょう	0.0055
できる	0.0055
とう	0.0055
なさる	0.0055
なる	0.0135
むく	0.0055
よう	0.0037
よる	0.0045
られる	0.0147
れる	0.0389
わ	0.0055
アクセス	0.0110
アジサイ	0.0098
ウィキペディア	0.0055
カテゴリ	0.0055
キロ	0.0055
クタミ	0.0055
クタン	0.0055
データベース	0.0055
ナビゲーション	0.0055
バス	0.0023
フリー	0.0055
リンク	0.0090
レイクライン	0.0055
・	0.0055
一	0.0055
一畑電車北松江線松江	0.0055
一覧	0.0055
上人	0.0055
下	0.0055
下車	0.0055
不	0.0383
世紀	0.0055
中国	0.0045
中学校	0.0042
久多見	0.0168
事典	0.0055
交通	0.0079
仏	0.0110
代	0.0198
以後	0.0055
伝説	0.0219
位置	0.0055
作	0.0037
作成	0.0055
保存	0.0045
信仰	0.0055
停留所	0.0049
像	0.0110
元	0.0055
光山	0.0055
八雲	0.0098
内	0.0049
再興	0.0055
出典	0.0055
出雲	0.0181
分	0.0164
切り出し	0.0055
初代	0.0110
刻	0.0055
前	0.0055
創建	0.0042
力士	0.0055
功	0.0055
北緯	0.0055
単独	0.0049
史跡	0.0224
名工	0.0055
命	0.0055
営む	0.0055
回る	0.0055
国	0.0274
国神	0.0098
圓	0.0055
土台	0.0055
地	0.0110
地方	0.0055
地蔵	0.0098
堅牢	0.0055
境内	0.0274
墓所	0.0295
墳墓	0.0055
外中原	0.0135
外部	0.0098
多く	0.0055
夜な夜な	0.0055
大	0.0055
大亀	0.0224
大円	0.0135
大社	0.0055
大神	0.0055
如泥	0.0055
宇院	0.0055
安置	0.0055
宗	0.0055
宗派	0.0055
定める	0.0055
宝物殿	0.0055
客	0.0055
家	0.0142
寄進	0.0055
寛文	0.0135
寺	0.0246
寺院	0.0110
寿蔵	0.0098
尊	0.0110
小林	0.0049
小泉	0.0110
展示	0.0049
山	0.0110
山中	0.0055
山号	0.0098
岩	0.0224
島根	0.0292
崇める	0.0055
市	0.0295
市営	0.0055
市立	0.0055
平成	0.0055
年	0.0590
度	0.0110
庵	0.0168
廟	0.0249
廟所	0.0098
延命	0.0098
建てる	0.0049
彫刻	0.0055
後	0.0055
徒歩	0.0098
徘徊	0.0055
思う	0.0055
恋しい	0.0098
恐れる	0.0055
愛す	0.0055
我	0.0055
