	-0.2787
000	0.0065
1	0.0199
100	0.0073
120	0.0073
130	0.0073
175	0.0073
181	0.0073
1818	0.0073
182	0.0073
183	0.0065
188	0.0073
1980	0.0073
1996	0.0073
2	0.0095
200	0.0073
2000	0.0146
2001	0.0065
2004	0.0146
2007	0.0056
2008	0.0065
2009	0.0120
26	0.0073
28	0.0146
29	0.0065
3	0.0292
32	0.0073
320	0.0073
4	0.0131
400	0.0073
5	0.0262
550	0.0073
590	0.0073
6	0.0146
60	0.0073
61	0.0073
66	0.0073
7	0.0065
8	0.0073
85	0.0073
97	0.0073
Animalia	0.0073
Appendices	0.0073
Aves	0.0073
BirdLife	0.0073
CITES	0.0073
Chordata	0.0073
F	0.0060
Falco	0.0224
Falconidae	0.0073
Falconiformes	0.0073
Fleischer	0.0073
Home	0.0073
I	0.0073
II	0.0219
III	0.0060
IUCN	0.0224
In	0.0073
International	0.0065
Lesser	0.0073
List	0.0180
PJ	0.0073
Page	0.0073
Red	0.0180
Species	0.0073
Threatened	0.0073
VULNERABLE	0.0073
Ver	0.0073
Version	0.0073
Vertebrata	0.0073
Vulnerable	0.0073
Wikipedia	0.0073
and	0.0053
cm	0.0146
homepage	0.0073
kestrel	0.0073
naumanni	0.0224
of	0.0043
Ⅰ	0.0065
ある	0.0180
いる	0.0189
かける	0.0073
この	0.0065
する	0.0412
なる	0.0060
れる	0.0259
アイリング	0.0073
アフリカ	0.0073
アメリカ	0.0073
イタリア	0.0073
イラスト	0.0073
ウィキスピーシーズ	0.0073
ウィキペディア	0.0073
ウィキメディア・コモンズ	0.0073
オス	0.0073
カテゴリ	0.0073
ガイド	0.0073
ギリシャ	0.0073
コロニー	0.0073
スペイン	0.0043
タカ	0.0131
データ・アニマルズ	0.0073
ナビゲーション	0.0073
ハヤブサ	0.0331
ヒメチョウゲンボウ	0.0361
フィールド	0.0073
フリー	0.0073
ペア	0.0224
ポータル	0.0073
マルチメディア	0.0073
メス	0.0073
ユーラシア	0.0131
リンク	0.0120
ルーマニア	0.0073
レッド	0.0073
ワシントン	0.0131
一	0.0073
上	0.0073
上面	0.0131
下さる	0.0073
下面	0.0073
与那国	0.0073
世界	0.0120
世界文化社	0.0073
中	0.0073
中部	0.0073
丸	0.0073
主	0.0065
事典	0.0073
五	0.0065
亜	0.0131
人間	0.0120
付属	0.0073
以南	0.0073
会	0.0050
伸二	0.0073
作成	0.0073
保全	0.0056
個	0.0073
元	0.0073
先端	0.0073
入る	0.0146
全長	0.0073
冬季	0.0073
出典	0.0073
出版	0.0056
分布	0.0146
分類	0.0146
切	0.0131
列	0.0131
初	0.0073
加筆	0.0073
動物	0.0510
北	0.0073
協力	0.0073
南下	0.0073
卵	0.0073
参考	0.0131
周囲	0.0073
和名	0.0073
哲	0.0073
哺乳類	0.0073
嘴	0.0131
図鑑	0.0073
地	0.0219
地方	0.0073
坊	0.0073
増補	0.0131
夏季	0.0073
外部	0.0131
大	0.0146
大西	0.0073
大陸	0.0146
太田	0.0073
姫	0.0073
学名	0.0073
孵化	0.0073
対馬	0.0073
小原	0.0073
小型	0.0131
尾羽	0.0073
属	0.0292
山岸	0.0073
山野	0.0073
岩穴	0.0073
島	0.0146
崖	0.0073
巣立つ	0.0073
巻	0.0065
平凡社	0.0146
年	0.0392
年代	0.0073
幼鳥	0.0073
広	0.0073
広造	0.0073
建物	0.0073
弘之	0.0073
形態	0.0067
形成	0.0146
後	0.0073
後肢	0.0073
性	0.0073
情報	0.0073
成鳥	0.0131
抱卵	0.0073
捕らえる	0.0073
推定	0.0073
改訂	0.0180
敏一	0.0073
敏隆	0.0073
数	0.0219
文	0.0065
文化	0.0060
文献	0.0131
斑点	0.0073
新版	0.0073
日	0.0219
日数	0.0073
日本	0.0392
日高	0.0073
昆虫	0.0073
昌紀	0.0073
書	0.0146
書く	0.0073
月	0.0060
本	0.0073
条約	0.0131
松井	0.0073
森岡	0.0073
検索	0.0073
樋口	0.0073
模様	0.0073
横縞	0.0073
樹	0.0065
次	0.0056
正文	0.0073
求める	0.0073
汚染	0.0073
沢	0.0073
洞	0.0073
浦	0.0073
淡い	0.0131
減少	0.0131
灰色	0.0073
爪	0.0073
版	0.0146
状態	0.0073
獲物	0.0131
生息	0.0219
生態	0.0112
生物	0.0073
産卵	0.0073
画像	0.0146
界	0.0219
白	0.0073
百	0.0073
百科	0.0146
監修	0.0146
目	0.0168
目次	0.0073
県	0.0053
真木	0.0073
眼	0.0073
秀雄	0.0073
科	0.0365
移動	0.0073
種	0.0073
第	0.0065
約	0.0073
綱	0.0180
総合	0.0073
編	0.0146
編著	0.0073
編集	0.0481
緯度	0.0073
縦縞	0.0073
繁殖	0.0065
群れ	0.0073
羽毛	0.0180
翼	0.0073
者	0.0060
肉質	0.0073
背中	0.0073
脊椎動物	0.0073
脊索	0.0131
膜	0.0065
色彩	0.0292
芳	0.0073
英利	0.0073
英名	0.0073
草原	0.0073
蝋	0.0073
表示	0.0065
褐色	0.0073
西表	0.0073
西部	0.0073
覆う	0.0224
覆る	0.0073
訂正	0.0073
記録	0.0065
評価	0.0073
講談社	0.0043
赤褐色	0.0073
越冬	0.0180
輪	0.0073
農耕	0.0073
農薬	0.0073
迷鳥	0.0073
遺産	0.0073
野鳥	0.0180
長	0.0073
長久	0.0073
門	0.0327
開ける	0.0073
開張	0.0073
関係	0.0146
関連	0.0292
附属	0.0050
集団	0.0073
雛	0.0073
雨	0.0065
青みがかる	0.0073
非	0.0073
頁	0.0392
項目	0.0292
頭部	0.0073
頸部	0.0073
類	0.0292
風	0.0146
食	0.0131
食べる	0.0057
高知	0.0073
高野	0.0060
鳥	0.0240
鳥類	0.0331
黄色	0.0180
黄色い	0.0073
黒い	0.0263
黒田	0.0047
