	-0.3549
1	0.0290
10	0.0080
11	0.0022
1152	0.0027
12	0.0027
1219	0.0027
13	0.0027
1336	0.0027
14	0.0053
15	0.0027
1507	0.0027
16	0.0027
1747	0.0027
1826	0.0027
1835	0.0027
1842	0.0027
1855	0.0027
1856	0.0027
1857	0.0027
1878	0.0027
1919	0.0027
1926	0.0019
1929	0.0027
1972	0.0027
1973	0.0027
1978	0.0027
1989	0.0053
2	0.0103
200	0.0027
2001	0.0048
2002	0.0048
247	0.0027
250	0.0027
253	0.0027
3	0.0053
305	0.0027
4	0.0024
44	0.0027
45	0.0027
5	0.0024
500	0.0024
6	0.0080
7	0.0024
8	0.0027
9	0.0080
997	0.0027
B	0.0027
P	0.0041
PJ	0.0027
Wikipedia	0.0027
ある	0.0066
いく	0.0024
いくつ	0.0027
いる	0.0345
およそ	0.0027
おる	0.0020
かける	0.0027
かつて	0.0024
くる	0.0027
こうした	0.0027
こと	0.0266
この	0.0405
これ	0.0080
ころ	0.0048
させる	0.0027
さらに	0.0066
する	0.0794
せる	0.0027
その	0.0053
その他	0.0048
その後	0.0027
それ	0.0027
たち	0.0027
たてる	0.0027
ため	0.0072
できる	0.0027
なか	0.0027
なる	0.0153
また	0.0027
まねく	0.0027
もの	0.0027
よう	0.0036
よる	0.0022
られる	0.0024
れる	0.0315
アグラ	0.0027
アケメネス	0.0048
アジア	0.0066
アゼルバイジャン	0.0027
アッバース	0.0027
アフガニスタン	0.0249
アフガン	0.0082
アフガン・トルキスタン	0.0027
アフシャール	0.0027
アフリカ	0.0027
アブハジア	0.0027
アマーヌッラー・ハーン	0.0027
アミール	0.0027
アラコシア	0.0027
アラビア	0.0027
アラブ	0.0027
アラー・ウッディーン	0.0066
アラー・ウッディーン・ムハンマド	0.0027
アリア	0.0027
アルプティギーン	0.0027
アルメニア	0.0027
アレクサンドロス	0.0048
イエメン	0.0027
イギリス	0.0096
イスラエル	0.0027
イスラーム	0.0096
イラク	0.0048
イラン	0.0159
インダス	0.0048
インド	0.0132
インドネシア	0.0027
ウィキペディア	0.0027
ウィキメディア・コモンズ	0.0027
ウズベキスタン	0.0027
ウズベク	0.0066
ウラマー	0.0048
ウルブルン	0.0027
エーゲ海	0.0027
オセチア	0.0027
オマーン	0.0027
カザフスタン	0.0027
カタール	0.0027
カテゴリ	0.0053
カリフ	0.0027
カンダハール	0.0066
カンボジア	0.0027
カー	0.0082
ガズナ	0.0027
ガズニ	0.0027
ガズニー	0.0066
ガンダーラ	0.0027
ガージャール	0.0066
キプロス	0.0048
キュロス	0.0048
キルギス	0.0027
ギブニー	0.0027
ギリシア	0.0027
クウェート	0.0027
クシャーナ	0.0048
クーデター	0.0027
グルジア	0.0027
グレート	0.0027
ゲーム	0.0027
ゴール	0.0048
サウジアラビア	0.0027
サッファール	0.0027
サファヴィー	0.0082
サマルカンド	0.0027
サーマン	0.0027
サーマーン	0.0027
ザーヒル・シャー	0.0048
シャイバーニー	0.0027
シャー	0.0048
シャー・イスマーイール	0.0027
シリア	0.0027
シンガポール	0.0027
シース	0.0027
ジャハーンソズ	0.0027
ジャラーラーバード	0.0027
ジュンガル	0.0027
スリランカ	0.0027
セブゼワール	0.0027
セレウコス	0.0048
ソグディアナ	0.0027
ソ連	0.0048
タイ	0.0027
タジキスタン	0.0027
ターヒル	0.0027
ターリバーン	0.0082
ターン	0.0027
ダレイオス	0.0027
チャンドラグプタ	0.0027
チンギス・ハン	0.0048
ティムール	0.0121
ティービーエス・ブリタニカ	0.0027
ディオドトス	0.0027
デリー	0.0027
トランスオキシアナ	0.0027
トルキスタン	0.0027
トルクメニスタン	0.0027
トルコ	0.0066
ドゥッラーニー	0.0096
ドランギアナ	0.0027
ドースト・ムハンマド・ハーン	0.0048
ナゴルノ・カラバフ	0.0027
ナビゲーション	0.0027
ナーセロッディーン・シャー	0.0027
ナーディル・シャー	0.0066
ネパール	0.0027
ハン	0.0027
バクトリア	0.0048
バグダッド	0.0027
バダフシャン	0.0027
バルフ	0.0048
バングラデシュ	0.0027
バー	0.0048
バーブル	0.0027
バーラクザーイー	0.0082
バーラグザイ	0.0027
バーレーン	0.0027
パキスタン	0.0027
パシュトゥ	0.0048
パシュトゥン	0.0027
パシュトゥーン	0.0027
パリ	0.0027
パレスチナ	0.0027
ヒワ	0.0027
ファラー	0.0027
フィリピン	0.0027
フェルガナ	0.0027
フランク	0.0027
フリー	0.0027
ブハーラ	0.0027
ブリタニカ	0.0027
ブル	0.0109
ブルネイ	0.0027
ブータン	0.0027
ヘラート	0.0121
ヘレニズム	0.0027
ベトナム	0.0027
ペシャワール	0.0027
ペシャーワル	0.0027
ホラズミア	0.0027
ホラズム・シャー	0.0066
ホラムズ・シャー	0.0027
マウリヤ	0.0027
マフ	0.0027
マムルーク	0.0027
マルギアナ	0.0027
マレーシア	0.0027
マーティン・ユアンズ	0.0048
ミャンマー	0.0027
ミュケーナイ	0.0027
ムガル	0.0082
ムガール	0.0027
ムハメッド・アジム	0.0027
ムハンマド・ダーウード	0.0027
ムハンマド・ナーディル・シャー	0.0027
ムハンマド・ハーン・シャイバーニー	0.0048
ムード	0.0027
メルプ	0.0027
モルディブ	0.0027
モンゴル	0.0096
ヨルダン	0.0027
ヨーロッパ	0.0027
ラオス	0.0027
ラピス・ラズリ	0.0027
ラピス・ラピス	0.0027
レバノン	0.0027
ロシア	0.0027
・	0.0027
一	0.0080
一つ	0.0024
一時期	0.0027
一覧	0.0027
一部	0.0027
万	0.0024
上	0.0053
下	0.0053
下さる	0.0106
不満	0.0027
世	0.0024
世界	0.0022
世紀	0.0186
両国	0.0027
中	0.0080
中国	0.0066
中央アジア	0.0121
中心	0.0027
中東	0.0027
中華人民共和国	0.0027
中華民国	0.0027
中部	0.0027
乱立	0.0027
事典	0.0053
事実	0.0048
交代	0.0027
交通	0.0019
人	0.0213
人民	0.0048
今日	0.0027
介入	0.0048
代	0.0019
以前	0.0053
以後	0.0027
伝説	0.0027
伸ばす	0.0048
位置	0.0053
住む	0.0027
体制	0.0027
何	0.0027
作成	0.0027
使用	0.0024
侵攻	0.0024
侵略	0.0027
保護	0.0027
僭称	0.0027
先史	0.0066
全土	0.0027
内戦	0.0048
出典	0.0027
分かる	0.0080
分割	0.0027
分家	0.0027
分布	0.0027
分裂	0.0027
分類	0.0027
制圧	0.0027
前	0.0080
創始	0.0027
力	0.0027
加盟	0.0027
加筆	0.0106
勝利	0.0053
勢力	0.0119
化	0.0106
北	0.0027
北東	0.0027
北西	0.0027
北部	0.0048
区別	0.0027
千年紀	0.0048
半島	0.0027
協力	0.0106
南	0.0053
南下	0.0027
南北	0.0022
南方	0.0027
占領	0.0066
即位	0.0048
参照	0.0143
参考	0.0048
反撃	0.0027
反発	0.0027
収める	0.0027
受ける	0.0024
古代	0.0080
台湾	0.0027
史	0.0022
各地	0.0080
含む	0.0019
周辺	0.0027
呼ぶ	0.0024
回復	0.0048
図る	0.0080
国	0.0213
国境	0.0027
国家	0.0109
国王	0.0048
国際	0.0053
圏	0.0027
土着	0.0027
圭子	0.0027
地	0.0027
地位	0.0027
地域	0.0167
地方	0.0053
執筆	0.0072
基盤	0.0027
墓	0.0027
変える	0.0048
外交	0.0027
大	0.0027
大王	0.0066
大韓民国	0.0027
失う	0.0027
失地	0.0027
失敗	0.0027
奪う	0.0027
奪回	0.0027
好戦	0.0027
妥協	0.0027
始まる	0.0027
始める	0.0024
子孫	0.0027
学	0.0027
学問	0.0027
完全	0.0027
定める	0.0027
家	0.0034
対立	0.0027
小	0.0024
少ない	0.0053
居住	0.0027
属す	0.0027
崩壊	0.0080
川	0.0048
州	0.0024
巻き込む	0.0027
帝国	0.0048
年	0.0692
年間	0.0027
広い	0.0024
度	0.0027
廃止	0.0027
建国	0.0096
引き継ぐ	0.0027
弟	0.0027
弱体	0.0027
強まる	0.0027
強化	0.0048
当時	0.0027
形	0.0027
影響	0.0048
征服	0.0082
後	0.0053
後継	0.0027
従兄弟	0.0027
得る	0.0053
復興	0.0027
心地	0.0027
急激	0.0027
急速	0.0027
急進	0.0048
息子	0.0027
態度	0.0027
成長	0.0027
戦い	0.0027
戦争	0.0080
打つ	0.0027
承認	0.0027
抗争	0.0048
招く	0.0027
拡げる	0.0027
持つ	0.0027
挫	0.0027
接する	0.0027
推進	0.0048
支配	0.0121
改革	0.0066
攻撃	0.0024
政府	0.0053
政権	0.0088
政治	0.0027
政策	0.0027
教	0.0024
文化	0.0066
文献	0.0048
新	0.0080
族	0.0066
族長	0.0027
日本	0.0024
旧石器時代	0.0066
明石書店	0.0048
明確	0.0027
時代	0.0213
書く	0.0027
最後	0.0024
月	0.0022
有力	0.0027
朝	0.0918
朝貢	0.0048
朝鮮民主主義人民共和国	0.0027
末	0.0027
本	0.0027
本家	0.0027
条約	0.0048
東アジア	0.0027
東ティモール	0.0027
東南アジア	0.0027
東征	0.0048
東方	0.0027
東部	0.0048
柳沢	0.0027
栄える	0.0027
植民	0.0027
検索	0.0027
概説	0.0027
様々	0.0024
権	0.0027
樹立	0.0048
次	0.0041
歴	0.0027
歴史	0.0429
死去	0.0027
死後	0.0080
比較的	0.0027
民主党	0.0048
民雄	0.0048
求める	0.0106
沖	0.0027
派	0.0027
流入	0.0027
海	0.0027
浸透	0.0027
混乱	0.0027
清	0.0080
清美	0.0027
滅ぼす	0.0027
滅亡	0.0066
無い	0.0027
焼き払う	0.0027
版図	0.0027
牧畜	0.0027
独立	0.0109
獲得	0.0027
率いる	0.0027
王	0.0027
王国	0.0048
王家	0.0027
王政	0.0027
王朝	0.0053
現れる	0.0027
現代	0.0053
生み出す	0.0027
産	0.0048
由香子	0.0027
異名	0.0027
発展	0.0027
発達	0.0027
百科	0.0053
的	0.0058
的中	0.0027
皇帝	0.0027
盛ん	0.0027
監修	0.0027
目指す	0.0027
目次	0.0027
相互	0.0027
知る	0.0027
