	-0.2105
012	0.0069
030	0.0069
073	0.0171
080	0.0069
1	0.0615
10	0.0069
100	0.0069
11	0.0057
12	0.0069
15	0.0069
18	0.0062
1970	0.0139
1987	0.0069
199	0.0069
1990	0.0106
2	0.0315
200	0.0069
2000	0.0069
2001	0.0062
2002	0.0062
2003	0.0069
2004	0.0069
2005	0.0053
2006	0.0208
2009	0.0114
21	0.0069
3	0.0347
316	0.0069
350	0.0069
4	0.0622
45	0.0139
5	0.0124
500	0.0062
6	0.0069
61	0.0069
62	0.0069
7	0.0187
9	0.0069
924	0.0069
IC	0.0069
JR	0.0208
Ky	0.0069
SUGOCA	0.0069
Template	0.0069
Wikipedia	0.0069
daimae	0.0069
k	0.0069
km	0.0102
m	0.0208
sh	0.0069
ある	0.0114
いる	0.0180
え	0.0069
おる	0.0053
きゅう	0.0069
くださる	0.0069
けやき台	0.0069
この	0.0124
ごらん	0.0069
しぶい	0.0069
しん	0.0069
する	0.0252
その後	0.0069
ため	0.0062
なかば	0.0069
なる	0.0057
のり	0.0208
ば	0.0139
みどり	0.0124
ゅうこうだいまええき	0.0069
ゅうしゅうこうだいまえ	0.0069
ゆたか	0.0069
れる	0.0164
ウィキペディア	0.0069
エレベーター	0.0171
カテゴリ	0.0069
カレッジ	0.0069
カード	0.0069
キロ	0.0069
コマ	0.0069
スピナ	0.0069
スペース	0.0069
スーパーマーケット	0.0069
センター	0.0139
ゼンリン	0.0069
ターミナル	0.0100
テクノ	0.0069
テンプレート	0.0069
ナビゲーション	0.0069
フリー	0.0069
ホーム	0.0139
リンク	0.0114
ローソン	0.0069
ワールド	0.0069
一	0.0139
一覧	0.0069
丁目	0.0139
上り	0.0069
下り	0.0069
下関	0.0124
中原	0.0062
中原西	0.0171
中央	0.0038
久留米	0.0069
乗車	0.0187
九	0.0069
九州	0.0763
九州工業大学	0.0069
九州旅客鉄道	0.0250
事典	0.0069
事業	0.0069
二日市	0.0069
交通	0.0050
人	0.0208
人員	0.0187
人数	0.0069
仕方	0.0069
企画	0.0062
佐賀	0.0069
作成	0.0069
信号	0.0171
備考	0.0069
入口	0.0069
八幡	0.0062
八幡製鐵所	0.0069
出入口	0.0069
出典	0.0069
分割	0.0069
列車	0.0063
利用	0.0208
前	0.0069
前年度	0.0069
化	0.0069
北	0.0069
北九州	0.0343
北側	0.0069
区	0.0347
医療	0.0069
千早	0.0171
千鳥	0.0069
南	0.0208
南側	0.0069
南瀬	0.0069
博	0.0069
博多	0.0124
原田	0.0062
古賀	0.0069
号	0.0069
号線	0.0038
吉塚	0.0069
吉野	0.0069
向かう	0.0069
含む	0.0050
周辺	0.0139
国有	0.0124
国立	0.0069
国道	0.0069
国鉄	0.0069
地上	0.0311
基山	0.0069
場	0.0250
外部	0.0124
多	0.0053
大分	0.0069
大前	0.0624
大学	0.0062
大牟田	0.0124
大野城	0.0069
天拝山	0.0069
太宰府	0.0069
委託	0.0124
学校	0.0043
客	0.0069
専門	0.0069
小倉	0.0124
小学校	0.0069
小森江	0.0069
島	0.0069
川	0.0062
工	0.0300
工大	0.0069
工学部	0.0069
市	0.0187
市内	0.0069
市立	0.0069
平均	0.0139
平成	0.0139
年	0.0809
年度	0.0208
年月日	0.0069
広場	0.0124
店	0.0124
式	0.0069
弥生が丘	0.0069
快速	0.0124
情報	0.0069
戸畑	0.0369
所属	0.0114
折尾	0.0124
持つ	0.0069
推移	0.0069
操車	0.0139
改称	0.0124
教育	0.0043
新中原	0.0124
新宮	0.0069
新日本製鐵	0.0069
方面	0.0331
日	0.0555
日本	0.0249
春日	0.0069
昭和	0.0171
普通	0.0069
月	0.0343
有	0.0069
有する	0.0069
本線	0.0062
東小倉	0.0069
東折尾	0.0069
東福間	0.0069
東郷	0.0062
枝光	0.0069
検索	0.0069
業務	0.0208
構内	0.0069
構造	0.0208
橋上	0.0124
歴史	0.0124
比	0.0069
民営	0.0062
水	0.0062
水城	0.0069
水巻	0.0069
法人	0.0069
浜小倉	0.0069
海老津	0.0069
渡瀬	0.0069
港	0.0213
準	0.0069
瀬高	0.0069
熊本	0.0069
状況	0.0124
生活	0.0062
産	0.0062
用いる	0.0069
田代	0.0069
略号	0.0069
番	0.0139
発着	0.0050
百科	0.0069
目次	0.0069
直方	0.0069
直通	0.0069
県	0.0050
矛盾	0.0069
福	0.0124
福岡	0.0124
福岡貨物ターミナル	0.0069
福祉	0.0069
福間	0.0069
科学	0.0069
移動	0.0069
窓口	0.0139
竹下	0.0069
笹原	0.0069
箱崎	0.0069
約	0.0208
紫川	0.0069
統計	0.0069
継承	0.0069
線	0.0286
編集	0.0457
羽犬塚	0.0069
者	0.0057
肥前旭	0.0069
臨港	0.0069
船小屋	0.0069
荒尾	0.0124
荒木	0.0069
行う	0.0062
表	0.0139
表示	0.0187
西	0.0069
西小倉	0.0171
西牟田	0.0069
見る	0.0062
観光	0.0047
設備	0.0069
設置	0.0213
貨	0.0250
貨物	0.0171
赤間	0.0069
起点	0.0069
路線	0.0062
通過	0.0062
遠賀	0.0069
都府楼南	0.0069
鉄道	0.0165
銀	0.0057
門司	0.0250
開始	0.0069
開業	0.0062
開設	0.0062
関連	0.0139
降車	0.0069
陣原	0.0069
隠す	0.0069
隣	0.0124
電報	0.0069
非	0.0069
面	0.0124
項目	0.0139
飯塚	0.0069
香椎	0.0124
駅	0.0952
駅前	0.0124
駅名	0.0069
駅舎	0.0229
高	0.0069
高架	0.0069
高速	0.0039
鳥栖	0.0124
鹿児島	0.0069
鹿児島本線	0.0315
麻生	0.0062
黒崎	0.0069
