	-0.2488
00	0.0021
008	0.0021
1	0.0171
10	0.0042
11	0.0052
12	0.0021
1802	0.0037
1814	0.0037
1830	0.0021
1838	0.0037
1844	0.0021
1857	0.0042
1859	0.0037
1863	0.0021
1869	0.0042
1872	0.0037
1873	0.0037
1875	0.0021
1879	0.0016
1880	0.0037
1881	0.0021
1882	0.0042
1884	0.0032
1889	0.0019
1892	0.0037
1900	0.0042
1905	0.0034
1908	0.0037
1912	0.0063
1913	0.0042
1916	0.0063
1917	0.0042
1919	0.0021
1925	0.0042
1927	0.0042
1928	0.0063
1929	0.0042
1930	0.0146
1931	0.0021
1934	0.0037
1935	0.0042
1936	0.0125
1937	0.0019
1938	0.0104
1939	0.0021
1941	0.0042
1942	0.0120
1945	0.0021
1946	0.0042
1947	0.0042
1948	0.0084
1949	0.0063
1950	0.0063
1951	0.0104
1952	0.0042
1953	0.0063
1954	0.0063
1955	0.0021
1956	0.0021
1958	0.0021
1959	0.0042
1962	0.0021
1963	0.0021
1966	0.0037
1967	0.0019
1968	0.0021
1969	0.0021
1970	0.0084
1973	0.0042
1974	0.0021
1975	0.0021
1977	0.0063
1978	0.0084
1979	0.0032
1980	0.0042
1983	0.0084
1985	0.0019
1986	0.0042
1987	0.0042
1991	0.0021
1992	0.0021
1995	0.0021
1999	0.0021
2	0.0108
2004	0.0021
2010	0.0021
21	0.0042
29	0.0019
3	0.0209
4	0.0056
4022586060	0.0021
4328012789	0.0021
4335160232	0.0021
4335160259	0.0021
4335160283	0.0021
4335160356	0.0021
4335160372	0.0021
4377302396	0.0021
4804352058	0.0021
5	0.0094
50	0.0021
6	0.0042
7	0.0019
8	0.0063
9	0.0042
A	0.0021
ABC	0.0015
GLA	0.0021
ISBN	0.0188
PL	0.0195
PLMBA	0.0021
UFO	0.0021
Wikipedia	0.0021
YTV	0.0021
s	0.0016
—	0.0037
あう	0.0021
ある	0.0155
いう	0.0037
いずれ	0.0021
いる	0.0176
え	0.0042
お	0.0021
おかみ	0.0021
おしい	0.0037
おしえる	0.0052
おや	0.0075
お願い	0.0021
かつて	0.0075
きょう	0.0021
げん	0.0021
こころ	0.0021
こと	0.0188
この	0.0056
これ	0.0042
ささげる	0.0021
さる	0.0021
ざす	0.0021
しきる	0.0021
しんじる	0.0021
すべて	0.0021
する	0.0278
せる	0.0084
その	0.0042
その他	0.0131
ため	0.0094
だい	0.0021
つく	0.0021
できる	0.0104
ところ	0.0021
とも	0.0021
とらえる	0.0021
とらわれる	0.0021
とる	0.0042
ない	0.0021
なる	0.0069
ひいては	0.0021
ひと	0.0075
ぶす	0.0021
ぷらっと	0.0021
ほか	0.0021
ほん	0.0063
まち	0.0021
み	0.0063
みき	0.0021
みしる	0.0052
みち	0.0096
みる	0.0021
もと	0.0021
もの	0.0063
もらう	0.0021
やすい	0.0021
よう	0.0028
られる	0.0037
れい	0.0021
れる	0.0161
ん	0.0019
アバターコース	0.0021
アフマディーヤ	0.0021
イエス	0.0037
イスラム教	0.0021
インターナショナル	0.0021
イーグルス	0.0021
ウィキペディア	0.0021
ウィキメディア・コモンズ	0.0021
エホバ	0.0021
オウム真理教	0.0021
オープン	0.0019
カオダイ	0.0021
カテゴリ	0.0021
キリスト	0.0056
キリスト教	0.0021
クリスチャン	0.0021
グランド	0.0021
グループ	0.0019
コーチ	0.0021
ゴルフ	0.0037
サイエンス	0.0021
サイエントロジー	0.0021
サラ金	0.0021
シルバメソッド	0.0021
ス	0.0021
スペース	0.0021
タワー	0.0021
ディレクトリ	0.0021
ナビゲーション	0.0021
ネーション・オブ・イスラム	0.0021
バトントワリング	0.0021
バハーイー	0.0021
バーブ	0.0021
パウロ	0.0037
パーフェクト	0.0103
パーフェクトリバティー教団	0.0021
ファミリー	0.0021
フリー	0.0021
ブランチ・ダビディアン	0.0021
プロ	0.0021
ヘヴンズ・ゲート	0.0021
ホアハオ	0.0021
マルチメディア	0.0021
モニュメント	0.0021
モル	0.0021
モン	0.0021
ヨハネ	0.0021
ライフ	0.0021
ラエリアン	0.0021
ラジオ	0.0021
ランド	0.0014
ランドマーク・エデュケーション	0.0021
リバティー	0.0103
リンク	0.0052
ローマ	0.0037
ワールドメイト	0.0021
・	0.0063
一	0.0251
一切	0.0042
一彦	0.0021
一燈園	0.0037
万	0.0019
万国	0.0021
万国戦争犠牲者慰霊大平和祈念塔	0.0052
三	0.0069
三宅	0.0021
三寶山無量壽寺	0.0021
三郎	0.0021
上	0.0021
上る	0.0021
上部	0.0021
下付	0.0021
不敬	0.0037
与える	0.0021
世	0.0094
世界	0.0155
世界中	0.0021
世紀	0.0021
世間	0.0021
中でも	0.0021
中央	0.0011
中学校	0.0064
中山	0.0063
中野	0.0016
主	0.0037
事	0.0021
事件	0.0016
事典	0.0104
二	0.0052
二代教祖御木徳近日知	0.0021
井上	0.0063
交通	0.0015
人	0.0167
人民	0.0019
人物	0.0034
人生	0.0037
人間	0.0017
人類	0.0005
今年	0.0021
仏	0.0021
仏教	0.0064
他	0.0021
付属	0.0021
代	0.0045
代々	0.0021
代務	0.0021
代目	0.0021
以外	0.0016
以後	0.0042
仮	0.0063
会	0.0356
会員	0.0063
会談	0.0037
会館	0.0042
伽	0.0037
位置づけ	0.0021
佐賀	0.0021
佛	0.0075
作成	0.0021
使用	0.0019
信仰	0.0042
修成	0.0037
個々	0.0019
個人	0.0084
個性	0.0021
偕和	0.0021
傾き	0.0021
僧	0.0037
元	0.0021
元々	0.0021
元旦	0.0021
先祖	0.0021
光	0.0120
光丘	0.0021
光明	0.0021
光波	0.0021
入	0.0021
入学	0.0019
全う	0.0021
全体	0.0019
全国	0.0021
公式	0.0021
内	0.0019
内容	0.0042
円	0.0013
円応教	0.0021
冠	0.0021
冨士	0.0037
処す	0.0021
処世	0.0021
出典	0.0042
出版	0.0032
出現	0.0021
出雲	0.0034
初めて	0.0021
初代	0.0146
利用	0.0021
前	0.0042
前年	0.0021
前身	0.0021
創価学会	0.0037
功	0.0021
加盟	0.0021
勅語	0.0021
医療	0.0021
十	0.0042
千	0.0021
千乃	0.0021
協会	0.0052
単なる	0.0021
参拝	0.0037
参照	0.0019
参考	0.0037
参詣	0.0021
受ける	0.0019
台	0.0042
史	0.0017
右	0.0021
各	0.0042
各人	0.0021
各地	0.0042
合格	0.0021
同	0.0019
名	0.0037
名簿	0.0021
呼ぶ	0.0056
呼称	0.0021
和博	0.0021
問う	0.0021
啓示	0.0021
善隣	0.0021
四	0.0032
団	0.0086
団体	0.0034
国	0.0042
国内	0.0021
国有	0.0019
國學院大學	0.0010
在家	0.0021
地	0.0063
地元	0.0019
地裁	0.0013
地鎮祭	0.0021
堂	0.0021
場	0.0045
塔	0.0104
変更	0.0015
外部	0.0037
多い	0.0021
多く	0.0021
夜	0.0017
大	0.0334
大元	0.0021
大山ねずの命神示教会	0.0021
大広間	0.0021
大本	0.0037
大正	0.0019
大石寺	0.0037
大社	0.0042
大神	0.0021
大神宮	0.0021
大祭	0.0037
大衆	0.0021
大阪	0.0056
天	0.0103
天理教	0.0032
天職	0.0021
奥津城	0.0037
女子	0.0042
如来	0.0037
妙	0.0037
妙法寺	0.0037
委員	0.0042
娘	0.0019
存在	0.0021
孝	0.0075
学	0.0042
学会	0.0021
学園	0.0104
学校	0.0090
宇宙	0.0052
安全	0.0019
完全	0.0042
完成	0.0063
宗	0.0251
宗教	0.0355
宗派	0.0084
宝生	0.0021
容疑	0.0021
密教	0.0021
富田林	0.0037
寺院	0.0021
対象	0.0021
専用	0.0019
専門	0.0042
小学校	0.0042
就任	0.0021
居る	0.0042
展望	0.0030
岩波	0.0021
崇	0.0034
左	0.0021
市	0.0075
希	0.0021
師	0.0042
幕屋	0.0021
平和	0.0167
平癒	0.0021
平穏	0.0021
年	0.0468
年間	0.0042
幸せ	0.0021
幸福	0.0021
幼稚園	0.0026
府	0.0042
座談	0.0021
建	0.0021
建設	0.0056
式	0.0042
式典	0.0063
引き継ぐ	0.0021
強い	0.0013
強姦	0.0021
弾圧	0.0037
当初	0.0021
当局	0.0021
当時	0.0021
形	0.0063
役員	0.0021
役立つ	0.0021
後	0.0042
後編	0.0021
御	0.0355
御嶽	0.0064
御霊	0.0021
徳光	0.0037
心	0.0104
心がける	0.0021
心得	0.0037
必勝	0.0021
必要	0.0021
応じる	0.0042
念	0.0075
思親	0.0037
悪魔	0.0021
情報	0.0063
意味	0.0042
意味合い	0.0021
愛児	0.0021
感謝	0.0103
慈秀	0.0021
慧	0.0021
慰霊	0.0042
慶	0.0021
憂き目	0.0021
成	0.0042
成道	0.0021
戒律	0.0021
戦争	0.0021
戦没	0.0021
所	0.0021
所属	0.0052
打ち上げる	0.0021
扶桑	0.0052
指摘	0.0037
挙行	0.0021
捧げる	0.0021
提出	0.0021
摂理	0.0021
操作	0.0021
支部	0.0021
改正	0.0007
改称	0.0019
放送	0.0021
政治	0.0021
救世	0.0037
教	0.0730
教え	0.0063
教える	0.0021
教主	0.0052
教会	0.0224
教団	0.0195
教派	0.0052
教皇	0.0037
教祖	0.0157
教義	0.0021
教育	0.0013
敬神	0.0021
敷	0.0021
敷く	0.0021
敷地	0.0015
文化	0.0034
文教	0.0021
