	-0.2728
00	0.0028
007	0.0050
01	0.0028
02	0.0028
03	0.0028
04	0.0028
05	0.0028
06	0.0028
07	0.0028
09	0.0028
1	0.0211
10	0.0140
11	0.0069
12	0.0309
13	0.0084
14	0.0028
15	0.0056
16	0.0028
168	0.0028
17	0.0028
18	0.0025
19	0.0056
1960	0.0023
1970	0.0028
1979	0.0086
1980	0.0028
1990	0.0043
1993	0.0056
1994	0.0028
1995	0.0084
1996	0.0056
1997	0.0201
1998	0.0403
1999	0.0140
2	0.0164
20	0.0084
2000	0.0056
2001	0.0176
2002	0.0050
2003	0.0056
2004	0.0056
2005	0.0043
2006	0.0084
2007	0.0043
2008	0.0050
2009	0.0254
2010	0.0533
2011	0.0028
21	0.0112
22	0.0056
23	0.0028
25	0.0028
27	0.0112
28	0.0028
29	0.0025
3	0.0505
30	0.0056
31	0.0028
32	0.0028
35	0.0028
4	0.0403
5	0.0101
52	0.0028
57	0.0028
6	0.0253
67	0.0028
68	0.0028
69	0.0028
7	0.0126
70	0.0028
71	0.0028
72	0.0028
73	0.0028
74	0.0028
75	0.0028
76	0.0028
77	0.0056
78	0.0028
79	0.0028
8	0.0168
80	0.0056
81	0.0028
82	0.0056
83	0.0028
84	0.0028
85	0.0028
86	0.0028
87	0.0028
88	0.0028
89	0.0028
9	0.0140
90	0.0028
91	0.0028
92	0.0028
93	0.0028
94	0.0028
95	0.0028
96	0.0028
97	0.0028
98	0.0028
99	0.0023
Accidents	0.0028
B	0.0028
BJ	0.0028
BS	0.0050
BYE	0.0028
Blue	0.0028
C	0.0056
CD	0.0056
CHERIE	0.0028
CM	0.0050
DEATH	0.0028
DON	0.0028
DVD	0.0028
DX	0.0028
Diamond	0.0028
EYES	0.0028
FASHION	0.0028
GOOD	0.0028
Hinano	0.0050
I	0.0028
IZAM	0.0028
Kiss	0.0028
Love	0.0028
MA	0.0028
MAN	0.0028
More	0.0028
NHK	0.0028
One	0.0050
P	0.0022
PJ	0.0028
R	0.0056
REAL	0.0028
RIDE	0.0028
SAY	0.0028
SHAZNA	0.0028
SHOW	0.0028
SPEED	0.0028
STAR	0.0028
Spica	0.0069
TBS	0.0139
THE	0.0028
TOKYO	0.0050
TV	0.0050
We	0.0028
Wikipedia	0.0028
Yoshikawa	0.0050
am	0.0028
arpm	0.0028
cm	0.0056
in	0.0028
kg	0.0028
lb	0.0028
pink	0.0028
puppine	0.0028
series	0.0028
—	0.0050
″	0.0028
あ	0.0028
あきこ	0.0028
あきる	0.0028
あそぶ	0.0028
あなた	0.0028
ある	0.0162
いい	0.0028
いち	0.0028
いぬ	0.0028
いる	0.0127
うわさ	0.0028
えい	0.0028
おし	0.0028
おもい	0.0028
おもしろい	0.0028
お笑い	0.0028
かおる	0.0050
かける	0.0056
きり	0.0028
く	0.0028
くちる	0.0028
くる	0.0028
くれる	0.0028
こと	0.0112
この	0.0126
こむ	0.0028
さ	0.0022
さんま	0.0050
すま	0.0028
する	0.0181
その他	0.0050
その後	0.0028
たち	0.0028
ちえこ	0.0028
ちゃん	0.0069
とく	0.0028
なみ	0.0028
なる	0.0023
の	0.0140
のび太	0.0028
ひかる	0.0028
ひな	0.0226
ひむ	0.0028
ぴょんぴょん	0.0028
ぷっ	0.0028
ほしい	0.0028
まいる	0.0028
まなみ	0.0028
まんま	0.0028
もむ	0.0028
ゃべくり	0.0050
ゅう	0.0028
よい	0.0028
よし	0.0028
よしえ	0.0028
れる	0.0116
ろ	0.0056
わかる	0.0028
わたし	0.0028
アイドル	0.0022
アカデミー	0.0050
アナザースカイ	0.0028
アメリカ	0.0028
アルバム	0.0140
アロー	0.0050
アンビリバボー	0.0028
イメージ	0.0028
イルージョン	0.0028
インタビュー	0.0028
ウィキペディア	0.0028
ウィンドウ	0.0028
ウサギ	0.0028
ウチ	0.0028
オレ	0.0028
オンリー・ユー	0.0028
オーラチェンジファンデーション	0.0028
カタログピーチジョン	0.0028
カテゴリ	0.0056
カミュ	0.0028
ガイド	0.0028
ガールズ	0.0028
キャラクター	0.0084
キャンペーン	0.0056
キヤノン	0.0028
キリンビバレッジ	0.0028
ギフト	0.0028
クイズ	0.0028
クウォーター	0.0028
グラフ	0.0050
グランプリ	0.0028
ゲスト	0.0127
コレクション	0.0028
コンクール	0.0028
ゴーゴゴー	0.0028
ゴールデン	0.0069
サイズ	0.0055
サプリ	0.0028
サルヂエ	0.0028
ザ・イロモネア	0.0028
ショッピング	0.0028
シリーズ	0.0023
シングル	0.0046
ジャック	0.0028
ジャンル	0.0028
ジョン	0.0028
スカウト	0.0028
スジ	0.0028
スター	0.0028
スペシャル	0.0028
スポニチ	0.0028
スリー	0.0050
セレナーデ	0.0050
ソフィーナ	0.0028
タウン	0.0028
タレント	0.0069
ターセル	0.0028
ダウン	0.0028
チュッ	0.0028
ッ	0.0028
ツアー	0.0028
ツアーズ	0.0028
テッド	0.0028
テレビ	0.0112
テレビ朝日	0.0040
テレビ東京	0.0028
テンプレート	0.0028
デビュー	0.0056
デート	0.0028
トヨタ自動車	0.0028
ドラえもん	0.0028
ドラマ	0.0040
ドレッサー	0.0028
ナイ	0.0028
ナシ	0.0028
ナチュラル	0.0028
ナビゲーション	0.0028
ネイルクイーン	0.0028
ネプチューン	0.0028
ハイウェイ	0.0028
ハニカミ	0.0028
ハワイ	0.0028
ハート	0.0018
ハーフ	0.0028
バラエティ	0.0076
バレエ	0.0028
バンド	0.0050
パジェロ	0.0028
パリ	0.0028
ビジュアル	0.0050
ビデオ	0.0028
ピンク	0.0028
ピーチ	0.0028
ファッション	0.0050
ファッションモデル	0.0069
ファースト	0.0028
フジテレビ	0.0168
フランス	0.0028
フリー	0.0028
ブラックバラエティ	0.0028
ブログ	0.0028
プリンタ	0.0028
プロフィール	0.0050
ベスト	0.0056
ベストジーニスト	0.0028
ペット	0.0028
ホット	0.0028
ホラー	0.0028
ホンネ	0.0028
ホーン	0.0028
ボウル	0.0028
ボディビルダー	0.0028
ボラ	0.0028
ボーカル	0.0028
ポッキー	0.0028
ポータル	0.0028
マガジン	0.0028
マリ	0.0028
マン	0.0028
ミニ	0.0028
ミルク	0.0028
ムーンライト	0.0050
メロウプリティー	0.0028
モデル	0.0056
ユニット	0.0028
ライバル	0.0028
リリース	0.0022
リンク	0.0046
リンダ	0.0028
ルリ子	0.0028
レイシャス	0.0028
レギュラー	0.0084
レディー	0.0028
レプロエンタテインメント	0.0069
ワン	0.0018
・	0.0028
ー	0.0050
一也	0.0050
三	0.0023
三菱自動車工業	0.0028
下さる	0.0056
下着	0.0050
世紀	0.0028
中	0.0028
中井	0.0028
中京	0.0028
中部日本放送	0.0028
丸山	0.0028
主	0.0050
主演	0.0028
主題歌	0.0028
予報	0.0028
事典	0.0028
事項	0.0028
井上	0.0028
井川	0.0028
井森	0.0028
人	0.0084
人物	0.0162
今日子	0.0028
仏	0.0028
他	0.0028
以前	0.0028
以後	0.0028
伊勢丹	0.0028
佐々木	0.0028
佑香	0.0028
体感	0.0028
体重	0.0056
体験	0.0028
作る	0.0025
作品	0.0029
作成	0.0028
俊彦	0.0028
信	0.0056
俳優	0.0069
健	0.0028
億	0.0028
優	0.0028
元	0.0028
元太郎	0.0028
兄	0.0069
克子	0.0028
公式	0.0028
公称	0.0028
公表	0.0028
内容	0.0056
内科	0.0028
再	0.0028
冒険	0.0028
写真	0.0056
冥	0.0028
出典	0.0028
出演	0.0168
出身	0.0084
分の	0.0028
列挙	0.0028
初	0.0028
力	0.0028
加筆	0.0056
動物	0.0028
務める	0.0028
匹	0.0028
十	0.0028
協会	0.0023
協力	0.0056
南	0.0028
南海	0.0028
南野	0.0028
単位	0.0028
原田	0.0050
原題	0.0028
受賞	0.0112
台	0.0028
合作	0.0028
吉岡	0.0028
吉川	0.0309
吉沢	0.0028
同	0.0050
同じ	0.0028
同年	0.0028
名前	0.0025
名城	0.0028
名義	0.0028
君	0.0050
否定	0.0028
含む	0.0020
周	0.0028
命名	0.0028
和香	0.0028
唯	0.0028
商品	0.0028
回	0.0151
団	0.0069
囲む	0.0028
地	0.0028
型	0.0052
堀内	0.0028
夏	0.0028
夏目	0.0028
外部	0.0050
大	0.0028
大型	0.0028
大賞	0.0028
奇跡	0.0028
奈々	0.0028
奈保子	0.0028
奈美	0.0028
女優	0.0084
女性	0.0028
好き	0.0050
妹	0.0028
姉	0.0028
姉妹	0.0028
嬢	0.0028
存命	0.0028
学園	0.0028
学校	0.0017
安田	0.0028
宗久	0.0028
家族	0.0028
家電	0.0028
容姿	0.0028
富	0.0028
小型	0.0025
小泉	0.0028
小絹	0.0028
山本	0.0025
岡田	0.0028
岩佐	0.0028
嵐	0.0020
巻頭	0.0028
市	0.0050
希	0.0028
年	0.2291
年代	0.0196
年度	0.0028
年生	0.0025
年齢	0.0028
広告	0.0028
広末	0.0028
庭	0.0028
弾丸	0.0028
後	0.0056
後半	0.0025
御殿	0.0028
徳	0.0028
徹子	0.0028
必要	0.0028
思う	0.0028
恋	0.0028
恋する	0.0050
恋愛	0.0028
悠	0.0028
悦子	0.0028
想う	0.0028
愛す	0.0028
愛称	0.0028
感覚	0.0028
所属	0.0023
手	0.0028
担当	0.0028
挑戦	0.0050
探偵	0.0028
換算	0.0028
握手	0.0028
放送	0.0028
教える	0.0028
数	0.0028
整理	0.0028
料理	0.0028
新	0.0028
新人	0.0069
旅	0.0028
日	0.1067
日曜日	0.0028
日本	0.0201
日本テレビ	0.0199
明奈	0.0028
明宏	0.0028
明石	0.0028
映画	0.0225
春	0.0028
時	0.0025
時期	0.0025
時点	0.0028
時短	0.0028
暮らす	0.0028
書き	0.0050
書く	0.0056
書籍	0.0056
月	0.1272
月光	0.0028
朝香	0.0028
未来	0.0028
末	0.0028
本上	0.0028
本人	0.0028
本名	0.0056
本文	0.0028
本田	0.0028
杏樹	0.0028
来歴	0.0050
東久留米	0.0050
東京	0.0048
東京テレメッセージ	0.0028
松本	0.0028
柏原	0.0028
桜	0.0028
検索	0.0028
榊原	0.0028
構成	0.0028
模型	0.0028
櫻田	0.0028
正広	0.0028
歳	0.0028
歴	0.0056
歴る	0.0028
殿堂	0.0028
母	0.0028
毎日	0.0028
毎日放送	0.0069
求める	0.0056
江崎グリコ	0.0028
池	0.0025
沢口	0.0028
河合	0.0028
泰造	0.0028
活動	0.0050
流	0.0012
浅丘	0.0025
浅香	0.0028
浜	0.0028
涙	0.0028
涼子	0.0028
準	0.0028
瀬戸	0.0028
瀬戸内	0.0050
炎	0.0028
爬虫類	0.0028
父	0.0028
父親	0.0025
物語	0.0050
特集	0.0028
犬	0.0069
猫	0.0028
玲子	0.0028
現	0.0028
現在	0.0028
生まれる	0.0028
生年月日	0.0028
生活	0.0025
田原	0.0028
由美	0.0050
番組	0.0056
痛快	0.0028
百科	0.0028
目次	0.0028
真悠子	0.0028
知る	0.0056
砂	0.0028
祭	0.0028
秀樹	0.0028
私	0.0069
移動	0.0028
立体	0.0028
笑う	0.0028
第	0.0176
答える	0.0028
箇条	0.0050
節	0.0048
篠山	0.0050
米	0.0028
糸子	0.0028
系	0.0086
紀	0.0056
純	0.0028
紳助	0.0028
終了	0.0028
組み入れる	0.0028
結婚	0.0028
結成	0.0028
絶対	0.0028
継続	0.0025
編	0.0028
編集	0.0347
羅列	0.0028
美保	0.0028
美奈子	0.0028
美幸	0.0028
美沙子	0.0028
美穂	0.0028
者	0.0069
脚注	0.0050
自分	0.0028
自身	0.0028
舞台	0.0028
花	0.0014
花王	0.0028
芸人	0.0028
芸名	0.0028
芸能人	0.0028
荒木	0.0028
著書	0.0028
藤代	0.0028
血液	0.0028
行く	0.0028
表	0.0028
表示	0.0076
表紙	0.0028
西城	0.0028
西暦	0.0028
西田	0.0028
西野	0.0028
視	0.0028
観月	0.0028
訂正	0.0056
記事	0.0056
記載	0.0028
詩	0.0028
話	0.0056
話す	0.0028
読売	0.0069
資生堂	0.0028
賞	0.0301
起用	0.0028
踊る	0.0028
身長	0.0056
辺見	0.0028
通販	0.0028
逢う	0.0028
遥	0.0028
選出	0.0028
郁恵	0.0028
部屋	0.0025
都	0.0084
釈由美子	0.0028
野村	0.0017
金井	0.0028
鈴木	0.0028
鈴木蘭々	0.0028
銀座	0.0028
開催	0.0028
関西テレビ	0.0050
関連	0.0056
限り	0.0028
除去	0.0028
陽子	0.0028
雅子	0.0028
集	0.0056
雑多	0.0050
雑誌	0.0023
雛形	0.0028
離婚	0.0028
靖子	0.0028
非	0.0028
韓	0.0028
音楽	0.0028
項目	0.0112
飾る	0.0028
香	0.0028
騒ぐ	0.0028
高崎	0.0028
高田	0.0050
