	-0.2689
0	0.0120
03	0.0024
067	0.0024
1	0.0496
10	0.0146
11	0.0060
12	0.0073
13	0.0049
14	0.0024
1435	0.0044
15	0.0024
1500	0.0060
16	0.0024
18200	0.0024
19	0.0049
1915	0.0049
1916	0.0024
1920	0.0024
1921	0.0044
1922	0.0044
1927	0.0024
1928	0.0049
1929	0.0024
1932	0.0049
1941	0.0024
1944	0.0019
1945	0.0049
1948	0.0024
1952	0.0049
1964	0.0049
1968	0.0024
1969	0.0024
1970	0.0024
1972	0.0024
1973	0.0024
1988	0.0049
1992	0.0024
1998	0.0044
2	0.0204
20	0.0073
2000	0.0024
2001	0.0044
2005	0.0019
2006	0.0024
2007	0.0019
2008	0.0044
2009	0.0040
21	0.0073
27	0.0049
3	0.0437
30	0.0049
3200	0.0024
3220	0.0024
4	0.0392
43	0.0024
4309224393	0.0024
435	0.0024
44	0.0024
458650904	0.0024
4586509058	0.0024
48	0.0024
5	0.0218
6	0.0146
600	0.0024
63	0.0049
7	0.0087
762	0.0060
790026	0.0024
8	0.0049
9	0.0097
978	0.0022
ATS	0.0024
ICOCA	0.0040
ISBN	0.0097
J	0.0074
K	0.0020
KANSAI	0.0044
KOSMOS	0.0024
PDF	0.0024
PiTaPa	0.0044
V	0.0097
Wikipedia	0.0024
X	0.0022
km	0.0036
mm	0.0152
ある	0.0080
いる	0.0189
おる	0.0019
けい	0.0024
ここ	0.0024
こと	0.0097
この	0.0022
これ	0.0024
ご	0.0024
すべて	0.0024
する	0.0294
せる	0.0024
せん	0.0024
その	0.0073
その他	0.0044
ため	0.0044
てん	0.0024
できる	0.0049
とき	0.0024
とも	0.0024
なる	0.0160
なんば	0.0024
の	0.0024
のち	0.0024
のりこす	0.0024
はむ	0.0044
はん	0.0024
ば	0.0049
ぶらり	0.0024
ほか	0.0049
ほろ	0.0044
ま	0.0049
まま	0.0024
まるごと	0.0024
もつ	0.0024
もの	0.0049
ゆめ	0.0044
よう	0.0017
よる	0.0040
られる	0.0065
れる	0.0215
ウィキペディア	0.0024
ウェイ	0.0020
カテゴリ	0.0024
カラー	0.0049
カード	0.0146
ガソリン	0.0024
ガソリンカー	0.0024
キロ	0.0073
ケーブルカー	0.0024
システム	0.0065
スルッ	0.0044
スルー	0.0074
ソ	0.0063
ダイヤ	0.0037
データ	0.0044
ナビゲーション	0.0024
フェア	0.0024
フラップ	0.0024
フリー	0.0024
ブックス	0.0049
ヘルプ	0.0024
ホーム	0.0049
ホームページ	0.0024
ラリー	0.0074
ロープ	0.0024
・	0.0024
一覧	0.0073
一部	0.0049
万	0.0044
上	0.0049
上り	0.0049
上本	0.0024
上記	0.0024
両	0.0131
中	0.0024
中央	0.0013
久	0.0044
乗客	0.0040
乗降	0.0019
事典	0.0024
二階堂	0.0110
交付	0.0024
交通	0.0052
京都	0.0192
今尾	0.0024
介	0.0024
付近	0.0022
以降	0.0022
伊勢線	0.0024
伊賀線	0.0024
休日	0.0024
休止	0.0080
会	0.0017
伴う	0.0024
伸びる	0.0024
余り	0.0024
作成	0.0024
併用	0.0024
使用	0.0131
保育	0.0044
信貴	0.0024
信貴線	0.0024
停車	0.0052
停車駅	0.0044
傍線	0.0024
元旦	0.0024
免許	0.0019
入る	0.0024
全	0.0024
全線	0.0073
八王子	0.0073
公式	0.0024
内	0.0109
内部	0.0049
凡例	0.0024
出典	0.0024
出版	0.0093
分	0.0024
分離	0.0022
列車	0.0222
別	0.0044
利用	0.0049
前栽	0.0060
割合	0.0024
動力	0.0044
化	0.0049
北勢線	0.0024
区	0.0024
区間	0.0102
南大阪線	0.0044
単独	0.0022
印	0.0049
参照	0.0065
参考	0.0044
反転	0.0024
取り扱い	0.0074
受ける	0.0022
史	0.0020
号	0.0073
各	0.0024
各駅	0.0121
合計	0.0024
吉野	0.0024
同じく	0.0024
同左	0.0044
同時に	0.0022
同線	0.0024
名古屋	0.0073
向かう	0.0024
含む	0.0035
唯一	0.0024
営業	0.0065
回送	0.0024
団体	0.0020
国鉄	0.0024
土	0.0024
地下鉄	0.0060
地図	0.0024
地方	0.0024
場	0.0017
場合	0.0024
増刊	0.0024
増加	0.0024
多い	0.0073
大	0.0121
大半	0.0024
大和	0.0110
大和西大寺	0.0060
大和郡山	0.0044
大晦日	0.0024
大正	0.0087
大浜	0.0024
大阪	0.0239
天理	0.0226
天理教	0.0074
奈良	0.0267
始まる	0.0024
存在	0.0097
学園前	0.0024
安堵	0.0087
定期	0.0022
寄る	0.0024
富雄川	0.0024
対応	0.0073
専用	0.0022
導入	0.0024
小型	0.0022
小房	0.0024
局	0.0024
山上	0.0024
山田	0.0024
山辺	0.0024
工事	0.0020
差し替える	0.0019
市	0.0087
市営	0.0024
帯	0.0024
帰る	0.0024
帳	0.0024
幕	0.0044
平成	0.0146
平日	0.0017
平端	0.0196
年	0.1328
広	0.0024
廃止	0.0194
延長	0.0024
建築	0.0024
式	0.0049
形態	0.0033
往復	0.0022
後	0.0049
御所線	0.0024
徳田	0.0024
志摩線	0.0044
快速	0.0109
急	0.0037
急行	0.0146
恵	0.0022
所在	0.0024
所在地	0.0024
打ち切り	0.0024
折り返し	0.0097
拡大	0.0024
接続	0.0047
支線	0.0024
改	0.0044
改札	0.0015
改正	0.0008
改称	0.0087
政府	0.0024
数	0.0049
文献	0.0044
新	0.0146
新潮社	0.0024
新種	0.0024
方向	0.0049
方式	0.0024
