	-0.2524
0001	0.0087
0010	0.0087
1	0.0474
10	0.0174
11	0.0143
12	0.0087
14	0.0087
1995	0.0087
1996	0.0087
1997	0.0156
1998	0.0078
1999	0.0087
2	0.0281
20	0.0087
2000	0.0087
2001	0.0156
2003	0.0087
2005	0.0067
25	0.0087
29	0.0078
3	0.0434
30	0.0260
31	0.0087
4	0.0389
4403614361	0.0087
4403614639	0.0087
4403615082	0.0087
4403615376	0.0087
4403615961	0.0087
4403616585	0.0087
4403617301	0.0087
4403618006	0.0087
5	0.0389
6	0.0347
7	0.0312
8	0.0260
9	0.0174
A	0.0087
B	0.0087
CD	0.0608
ED	0.0087
G	0.0078
II	0.0087
ISBN	0.0695
Manga	0.0087
OP	0.0087
P	0.0067
PJ	0.0174
Vo	0.0156
WIN	0.0156
Wikipedia	0.0087
artist	0.0087
stub	0.0087
いる	0.0113
うすい	0.0087
かける	0.0087
かむ	0.0087
くださる	0.0087
この	0.0078
しま	0.0087
する	0.0140
たか	0.0087
なる	0.0072
なるみ	0.0087
ま	0.0087
まき	0.0267
むら	0.0087
ゆり	0.0087
ゆれる	0.0087
れる	0.0103
アニメイトフィルム	0.0156
アルビレオ	0.0156
イワン	0.0087
ウィキペディア	0.0087
ウィキポータル	0.0087
ウィングス	0.0156
エピローグ	0.0156
カテゴリ	0.0174
カナーン	0.0087
カレッセオ	0.0087
ガ	0.0078
ガレス	0.0087
キャスト	0.0156
キュー	0.0087
クリストファー	0.0087
ケイ	0.0078
ゲンジユウブンシヨ	0.0087
サウス	0.0156
サバイバル	0.0087
サヴァルク	0.0087
ジョーンズ	0.0087
ジーン	0.0087
ゼーン	0.0215
チェック	0.0174
チェリー	0.0156
ティトオ	0.0087
テーマ	0.0174
ディーツ	0.0087
トス	0.0087
ドラマ	0.0313
ナビゲーション	0.0087
ハインツ	0.0087
ハックルベリー	0.0087
ファンタジー	0.0087
フリー	0.0087
プロジェクト	0.0087
プロローグ	0.0156
リンク	0.0072
レイ	0.0087
レイ・ジーンセイバーヘーゲン	0.0156
レス	0.0087
ロストフ	0.0087
ヴァージニア	0.0156
・	0.0087
丈	0.0087
三木	0.0087
下さる	0.0087
中原	0.0156
事典	0.0087
人	0.0174
人物	0.0143
今井	0.0087
付ける	0.0087
休刊	0.0087
作品	0.0177
作成	0.0087
健一	0.0215
光	0.0072
光央	0.0087
冒険	0.0087
出典	0.0087
利信	0.0087
加筆	0.0087
化	0.0087
医師	0.0133
協力	0.0087
南央	0.0156
博士	0.0087
原	0.0521
原作	0.0260
友	0.0174
告白	0.0087
啓一	0.0087
園部	0.0087
基地	0.0087
場合	0.0087
増刊	0.0087
士	0.0087
夏未	0.0156
大川	0.0174
大陸	0.0087
太田	0.0087
太郎	0.0054
始まり	0.0087
始まる	0.0087
婚	0.0087
子	0.0078
子供	0.0078
宏一	0.0156
室園	0.0087
家	0.0225
小林	0.0078
展	0.0087
山寺	0.0156
山田	0.0087
岩田	0.0087
嶝高	0.0087
巫	0.0087
巻	0.0623
年	0.0857
康嗣	0.0087
張	0.0156
後	0.0087
恵美	0.0087
悠	0.0087
想い	0.0087
愛	0.0087
折笠	0.0087
文書	0.0355
新書	0.0215
日	0.0868
日本	0.0234
春生	0.0156
時代	0.0087
智之	0.0087
智和	0.0156
書く	0.0087
書籍	0.0174
月	0.0859
月刊	0.0174
望月	0.0156
本	0.0087
杉田	0.0156
村上	0.0156
根	0.0087
森久保	0.0087
森川	0.0087
検索	0.0087
歌	0.0078
正道	0.0087
歴る	0.0087
求める	0.0087
治	0.0087
津野田	0.0087
浅丘	0.0156
浅川	0.0087
海賊	0.0087
漫画	0.0707
獣	0.0355
由美子	0.0087
由香	0.0087
男	0.0078
登場	0.0234
百科	0.0087
目次	0.0087
眞一郎	0.0087
真一	0.0087
石	0.0072
石井	0.0087
破壊	0.0087
祥	0.0087
移動	0.0087
第	0.0623
細井	0.0087
緑川	0.0087
緒方	0.0087
編	0.0087
編集	0.0286
美	0.0174
美智子	0.0087
者	0.0215
能	0.0156
茂	0.0156
表	0.0087
表示	0.0156
裕	0.0078
訂正	0.0087
話	0.0087
話す	0.0087
谷	0.0087
貼る	0.0087
透	0.0156
連載	0.0156
遭遇	0.0087
部下	0.0156
鈴村	0.0087
長	0.0087
開始	0.0087
関連	0.0087
隊長	0.0087
雑誌	0.0215
静馬	0.0156
非	0.0087
項目	0.0260
順	0.0087
飛田	0.0087
飯田	0.0087
館	0.0260
魔	0.0087
魔神	0.0087
