	-0.3696
1	0.0126
10	0.0026
100	0.0013
11	0.0011
12	0.0066
15	0.0026
16	0.0013
1862	0.0013
1892	0.0012
19	0.0013
1901	0.0013
1925	0.0013
1926	0.0009
1929	0.0039
1935	0.0013
1950	0.0026
1951	0.0026
1952	0.0013
1953	0.0013
1954	0.0026
1955	0.0026
1957	0.0013
1958	0.0013
1959	0.0013
1960	0.0011
1961	0.0022
1962	0.0013
1963	0.0053
1964	0.0066
1965	0.0035
1967	0.0012
1968	0.0066
1969	0.0013
1970	0.0013
1971	0.0013
1973	0.0013
1974	0.0013
1975	0.0026
1976	0.0013
1986	0.0013
1998	0.0012
2	0.0145
20	0.0053
200	0.0026
2000	0.0013
2001	0.0012
2004	0.0013
2005	0.0010
2006	0.0013
2025	0.0013
23	0.0013
3	0.0118
31	0.0013
32	0.0013
4	0.0130
40	0.0013
4004150035	0.0013
4061492314	0.0013
44	0.0013
4400421228	0.0013
4400520099	0.0013
4622049392	0.0013
4622049406	0.0013
4818404306	0.0013
5	0.0047
6	0.0026
7	0.0024
78	0.0013
8	0.0039
9	0.0026
99	0.0011
A	0.0053
AND	0.0013
ANOTHER	0.0013
Act	0.0013
Adobe	0.0013
American	0.0011
Arc	0.0013
B	0.0013
Been	0.0013
Birth	0.0013
C	0.0026
Civil	0.0013
Coretta	0.0013
DC	0.0013
Da	0.0013
Day	0.0012
Dream	0.0070
Earl	0.0013
F	0.0011
Fire	0.0013
Flash	0.0013
Freedom	0.0013
Google	0.0013
HIStory	0.0013
Have	0.0070
Hotter	0.0013
I	0.0132
IN	0.0013
ISBN	0.0092
J	0.0010
James	0.0012
Janne	0.0013
Jr	0.0026
July	0.0013
King	0.0039
L	0.0013
LOVE	0.0006
Luther	0.0024
M	0.0010
MLK	0.0013
MULTITUDE	0.0013
Man	0.0013
Martin	0.0020
Mirror	0.0013
Montgomery	0.0013
Mountaintop	0.0013
NAME	0.0013
New	0.0010
OF	0.0013
ONE	0.0013
PRIDE	0.0013
Ray	0.0013
Rhetoric	0.0013
Rights	0.0013
SPOKE	0.0013
STORY	0.0013
Scott	0.0013
Selma	0.0013
THE	0.0026
TV	0.0012
Than	0.0013
The	0.0007
U	0.0013
Unforgettable	0.0013
VOICE	0.0008
Video	0.0013
WITH	0.0013
Wikipedia	0.0013
X	0.0142
a	0.0083
en	0.0012
in	0.0013
note	0.0013
of	0.0008
suicide	0.0013
the	0.0017
to	0.0013
ve	0.0013
video	0.0013
——	0.0024
ある	0.0173
いい	0.0013
いう	0.0035
いえる	0.0012
いく	0.0130
いける	0.0013
いた事	0.0013
いる	0.0273
おこなう	0.0013
おる	0.0030
かかる	0.0013
かける	0.0013
がち	0.0013
きっと	0.0013
くい	0.0013
くる	0.0039
けしかける	0.0013
こと	0.0184
この	0.0047
これ	0.0092
これら	0.0011
ごと	0.0013
さ	0.0010
さらなる	0.0013
しれる	0.0013
すべて	0.0013
する	0.0541
せる	0.0132
その	0.0184
その後	0.0105
それ	0.0026
それら	0.0013
たち	0.0039
ため	0.0130
ついに	0.0026
つながる	0.0013
できる	0.0013
とりとめる	0.0013
とる	0.0013
どう	0.0026
ない	0.0066
ないがしろ	0.0013
なす	0.0013
なぜ	0.0013
ならず者	0.0013
なる	0.0141
なんとか	0.0013
の	0.0105
はじめ	0.0013
はじめる	0.0013
ひとつ	0.0026
びき	0.0013
