	-0.3770
10	0.0050
11	0.0041
12	0.0149
1889	0.0089
1911	0.0050
1920	0.0050
1925	0.0050
1927	0.0050
1928	0.0050
1932	0.0050
1933	0.0045
1936	0.0050
1938	0.0099
1942	0.0041
1944	0.0152
20	0.0099
263	0.0050
30	0.0050
4	0.0089
4167114038	0.0050
4167114039	0.0050
8	0.0050
978	0.0045
Bythiner	0.0050
Charlotta	0.0050
Emil	0.0050
Ernst	0.0050
Fritz	0.0050
Gies	0.0050
Hans	0.0050
Hirsch	0.0050
ISBN	0.0099
Ignatz	0.0050
Jeannette	0.0050
Julius	0.0050
Kaletta	0.0050
Miep	0.0050
Pepper	0.0050
Peter	0.0099
Pfeffer	0.0245
Vera	0.0050
Werner	0.0050
Wikipedia	0.0050
en	0.0045
あご	0.0050
ある	0.0123
いう	0.0045
いる	0.0483
おこる	0.0050
おる	0.0076
くる	0.0149
ここ	0.0099
こと	0.0397
この	0.0045
しまう	0.0050
すでに	0.0050
すべて	0.0050
する	0.0621
せる	0.0050
その後	0.0050
それ	0.0050
ため	0.0178
できる	0.0099
なる	0.0204
の	0.0050
はじめ	0.0050
よる	0.0041
られる	0.0089
れる	0.0176
アウシュヴィッツ	0.0089
アムステルダム	0.0099
アムステルダム・プリンセンフラハト	0.0050
アメリカ	0.0099
アルトゥール・ザイス	0.0050
アルベルト	0.0050
アレルギー	0.0050
アンネ	0.0327
イギリス	0.0072
イグナツ	0.0050
イグナツ・プフェファー	0.0050
インクヴァルト	0.0050
ウィキペディア	0.0050
エミール・プフェファー	0.0050
エルンスト	0.0089
エルンスト・プフェファー	0.0050
オットー・フランク	0.0152
オランダ	0.0152
カテゴリ	0.0050
カルフォルニア	0.0050
カール	0.0038
ギーセン	0.0050
ザクセンハウゼン	0.0050
シャーロッタ	0.0123
シャーロッタ・カレータ	0.0050
ジャネット	0.0050
ジャネット・ヒルシュ	0.0050
テレージエンシュタット	0.0050
デュッセル	0.0050
ドイツ	0.0645
ナチス	0.0050
ナビゲーション	0.0050
ニュルンベルク	0.0089
ニュージャージー	0.0050
ノイエンガンメ	0.0050
ハンス	0.0050
ピーター	0.0050
ファン・ペルス	0.0050
フランク	0.0298
フリッツ・プフェファー	0.0123
フリー	0.0050
ブーヘンヴァルト	0.0050
プフェファー	0.0373
ヘルマン・ファン・ペルス	0.0050
ベステルボルク	0.0050
ベルリン	0.0050
ペーター・ファン・ペルス	0.0050
ペーパー	0.0050
ホロコースト	0.0050
マナー	0.0050
ミープ	0.0050
ミープ・ヒース	0.0089
メンバー	0.0041
ユダヤ	0.0313
ユリウス・プフェファー	0.0050
ヨーゼフ・ジルバーバウアー	0.0050
リンク	0.0041
