	-0.2881
0	0.0065
1	0.0286
10	0.0079
11	0.0022
12	0.0157
13	0.0026
14	0.0026
15	0.0026
170	0.0026
18	0.0117
180	0.0043
1893	0.0023
1895	0.0047
1906	0.0026
1909	0.0026
1972	0.0026
1987	0.0026
1990	0.0020
1994	0.0026
2	0.0221
20	0.0026
2006	0.0052
2007	0.0020
2008	0.0070
2009	0.0043
2010	0.0026
21	0.0026
22	0.0079
236	0.0026
255	0.0026
26	0.0026
28	0.0079
29	0.0023
3	0.0419
34	0.0026
373	0.0026
39	0.0026
4	0.0329
42	0.0026
47	0.0022
5	0.0141
6	0.0183
62	0.0026
7	0.0070
8	0.0183
89	0.0026
9	0.0079
90	0.0026
ICOCA	0.0065
JR	0.0236
Kamig	0.0026
P	0.0020
PDF	0.0026
PJ	0.0026
Template	0.0026
Wikipedia	0.0026
km	0.0064
ri	0.0026
あたり	0.0026
ある	0.0280
あわ	0.0026
いる	0.0306
える	0.0023
おり	0.0026
おりる	0.0026
おる	0.0060
かける	0.0026
かむ	0.0052
きっぷ	0.0026
ぎく	0.0026
くださる	0.0026
くら	0.0026
こと	0.0079
この	0.0164
この間	0.0026
ご	0.0052
ごらん	0.0026
さらに	0.0022
する	0.0275
その	0.0052
それ	0.0026
ため	0.0070
できる	0.0079
なる	0.0280
の	0.0052
のり	0.0052
はく	0.0065
はりま	0.0026
ば	0.0026
みどり	0.0047
よう	0.0018
よく	0.0026
られる	0.0023
れる	0.0186
アーバンネットワーク	0.0026
ウィキペディア	0.0026
ウィキメディア・コモンズ	0.0026
ウエスト	0.0079
エリア	0.0019
エレベーター	0.0043
カテゴリ	0.0052
カミ	0.0026
カード	0.0026
キロ	0.0052
サンライズ	0.0047
サービス	0.0014
シャトル	0.0026
シーズン	0.0026
スイッチバック	0.0026
スポーツ	0.0020
スーパー	0.0141
センター	0.0079
ダイヤ	0.0080
テンプレート	0.0026
トイレ	0.0047
トンネル	0.0019
ナビゲーション	0.0026
ネオポリス	0.0026
バス	0.0022
バスケットボール	0.0026
バリアフリー	0.0047
フリー	0.0026
プラットホーム	0.0026
プレス	0.0026
ホーム	0.0288
リリース	0.0020
リンク	0.0043
・	0.0026
一時	0.0026
一番	0.0026
一覧	0.0026
万富	0.0026
三	0.0043
三原	0.0065
三石	0.0065
上り	0.0105
上道	0.0026
上郡	0.0245
下さる	0.0026
下り	0.0105
両	0.0094
両方向	0.0026
中	0.0079
中学校	0.0020
中庄	0.0026
中心	0.0026
中途	0.0026
中野	0.0020
中間	0.0047
久崎	0.0026
乗り入れる	0.0079
乗り換え	0.0026
乗る	0.0026
乗客	0.0065
乗換	0.0026
乗車	0.0070
事典	0.0026
事業	0.0052
交番	0.0026
交通	0.0019
京都	0.0076
人	0.0079
人員	0.0047
介す	0.0023
仕切る	0.0026
仕方	0.0026
付近	0.0023
代行	0.0026
以外	0.0040
以東	0.0052
以西	0.0026
休日	0.0026
会場	0.0052
会社	0.0026
伴う	0.0052
位置	0.0026
佐伯	0.0026
佐用	0.0047
体調	0.0026
作成	0.0026
使う	0.0052
使える	0.0026
使用	0.0047
便	0.0014
信号	0.0043
倉敷	0.0047
停留所	0.0047
停車	0.0094
停車場	0.0026
停車駅	0.0047
側	0.0026
備後	0.0026
備考	0.0052
傾向	0.0026
光景	0.0026
入	0.0026
全面	0.0026
公共	0.0026
共同	0.0026
兵庫	0.0314
内	0.0047
円心	0.0026
再開	0.0079
出る	0.0026
出入り	0.0026
出入口	0.0052
出典	0.0026
出雲	0.0065
分	0.0052
分割	0.0026
切り	0.0026
列車	0.0191
別	0.0023
利便	0.0026
利用	0.0236
制定	0.0022
前	0.0026
前述	0.0026
加筆	0.0026
勝原	0.0026
化	0.0105
北端	0.0026
北長瀬	0.0026
北陸本線	0.0026
区間	0.0014
医療	0.0052
午前	0.0026
協力	0.0026
参照	0.0047
取扱	0.0047
可能	0.0052
台	0.0026
台風	0.0026
号	0.0157
各駅	0.0026
合わせる	0.0026
吉永	0.0026
同線	0.0026
名称	0.0026
向かう	0.0026
向上	0.0026
含む	0.0057
周辺	0.0052
和気	0.0026
唯一	0.0026
営業	0.0023
図	0.0026
国体	0.0019
国有	0.0070
国道	0.0026
国鉄	0.0026
土曜	0.0052
圭介	0.0026
地上	0.0023
地平	0.0026
場	0.0057
場合	0.0026
境界	0.0047
売店	0.0026
変更	0.0019
外	0.0105
外部	0.0047
多	0.0020
夜間	0.0026
大原	0.0065
大持	0.0047
大門	0.0026
大阪	0.0141
大雨	0.0026
大鳥	0.0026
女子	0.0026
始まる	0.0026
始発	0.0080
始発駅	0.0026
姫	0.0079
姫路	0.0139
学校	0.0016
完成	0.0052
実際	0.0026
客	0.0026
宮島	0.0026
宮本	0.0026
寝台	0.0047
小	0.0023
小学校	0.0026
就実	0.0026
