	-0.3944
07	0.0091
1	0.0249
1000	0.0091
12	0.0091
14	0.0091
1806	0.0091
1911	0.0091
1992	0.0091
2	0.0059
20	0.0091
2006	0.0091
2043	0.0091
2076	0.0091
3	0.0091
81	0.0091
Darfalvaggi	0.0091
Forskningsstation	0.0091
Forum	0.0091
INK	0.0091
Isfallsglaciaren	0.0091
Kabnekaise	0.0091
Kaskaspakte	0.0091
Kaskastjakka	0.0091
Kaskasvagge	0.0091
Kebnekaise	0.0091
Kebnepakte	0.0091
Kebnepakteglaciaren	0.0091
Kuopertjakka	0.0091
Ladtjovagge	0.0091
Pyramiden	0.0091
Raitavagge	0.0091
SMHI	0.0091
STF	0.0226
Salka	0.0091
Singi	0.0091
Stockholms	0.0091
Storglaciaren	0.0164
Svenska	0.0164
Tarfala	0.0164
Tarfaladalen	0.0091
Tarfalajaure	0.0091
Tarfalapakte	0.0091
Tarfalatjakka	0.0091
Tarfalavagge	0.0091
Turistforeningen	0.0164
Universitet	0.0091
Unna	0.0091
Vistas	0.0091
Wikipedia	0.0091
alpin	0.0091
fall	0.0091
forskningsstation	0.0091
glaciarvandring	0.0091
glacier	0.0226
h	0.0091
ice	0.0091
klattring	0.0091
km	0.0045
large	0.0091
m	0.0548
nordsamiska	0.0091
o	0.0091
s	0.0070
stuga	0.0091
the	0.0178
ある	0.0075
いる	0.0414
おく	0.0091
おろす	0.0091
くる	0.0091
こと	0.0091
この	0.0246
これら	0.0075
すすめる	0.0091
する	0.0368
その他	0.0082
ため	0.0082
できる	0.0091
ところ	0.0183
なる	0.0075
はじめ	0.0091
もたらす	0.0091
もの	0.0183
れる	0.0324
アクセス	0.0091
アルペン	0.0091
イースファルグラシエーレン	0.0091
ウィキペディア	0.0091
ウンナ	0.0091
オフィシャル	0.0091
カスカスショッカ	0.0091
カスカスパクテ	0.0091
カスカスヴァッゲ	0.0091
カテゴリ	0.0091
クオペルショッカ	0.0091
ケブネカイセ	0.0280
ケブネパクテグラシエーレン	0.0091
サーメ	0.0164
シンギ	0.0091
スウェーデン	0.0414
ステーション	0.0491
ストックホルム	0.0091
ストールグラシエーレン	0.0164
セ	0.0091
ソース	0.0091
タルファラ	0.0721
タルファラショッカ	0.0091
タルファラダーレン	0.0164
タルファラパクテ	0.0091
タルファラヤウレ	0.0091
トレイル	0.0164
トレッキング	0.0164
ナビゲーション	0.0091
ピラミーデン	0.0091
フィールドワーク	0.0082
フォーラム	0.0091
フリー	0.0091
プロセス	0.0091
ラッチョ	0.0091
ラッチョヴァッゲ	0.0091
ラップランド	0.0091
リンク	0.0075
ルカ	0.0091
レイタヴァッゲ	0.0091
ヴィスタス	0.0091
一番	0.0091
三	0.0075
下る	0.0091
下流	0.0082
事典	0.0091
人	0.0091
人気	0.0091
他	0.0091
付属	0.0091
位置	0.0183
作成	0.0091
側	0.0091
元々	0.0091
共用	0.0091
冬	0.0091
出典	0.0091
北	0.0091
北側	0.0091
十分	0.0091
協会	0.0150
南	0.0091
南東	0.0091
危険	0.0082
収支	0.0091
口頭	0.0091
周囲	0.0091
呼ぶ	0.0082
回避	0.0091
囲む	0.0183
地	0.0091
地形	0.0164
地理	0.0082
地質	0.0091
場	0.0066
場合	0.0091
夏	0.0091
外部	0.0082
大体	0.0091
大学	0.0082
存在	0.0365
学	0.0183
学科	0.0036
定量	0.0091
家	0.0059
容積	0.0091
局所	0.0091
届け出	0.0091
山	0.0183
山小屋	0.0226
岩石	0.0091
年	0.0082
強い	0.0056
性	0.0091
愛好	0.0091
拠点	0.0082
斜面	0.0091
方向	0.0091
方面	0.0062
旅行	0.0183
日	0.0091
最大	0.0150
最高峰	0.0091
月	0.0075
東	0.0091
東側	0.0183
検索	0.0091
機関	0.0091
正式	0.0091
氷河	0.0280
渓谷	0.0091
測量	0.0091
湖	0.0075
独特	0.0091
現象	0.0091
登山	0.0082
百科	0.0091
的	0.0066
瞬間	0.0091
研究	0.0365
科学	0.0091
移動	0.0091
等	0.0082
管理	0.0082
約	0.0091
経る	0.0274
続行	0.0091
編集	0.0150
自然	0.0091
至る	0.0091
苔	0.0091
融解	0.0091
表記	0.0183
西側	0.0183
覆う	0.0070
覆る	0.0091
記録	0.0164
語	0.0365
調査	0.0082
谷	0.0730
質	0.0091
辿る	0.0091
通じる	0.0091
過去	0.0082
遭難	0.0091
量	0.0075
開く	0.0091
類	0.0091
風	0.0091
風速	0.0091
高	0.0091
高い	0.0164
高山	0.0091
高度	0.0091
