	-0.2177
0	0.0075
1	0.0437
10	0.0275
12	0.0092
147	0.0092
17	0.0183
1915	0.0092
1937	0.0164
1982	0.0092
1987	0.0092
2	0.0416
20	0.0092
2008	0.0246
26	0.0092
29	0.0082
3	0.0092
31	0.0092
4	0.0246
5	0.0082
57	0.0092
6	0.0366
612	0.0164
613	0.0092
62	0.0092
7	0.0164
7025	0.0092
8	0.0183
9	0.0092
JR	0.0275
Matsukawa	0.0092
Shinano	0.0092
Template	0.0092
Wikipedia	0.0092
km	0.0134
m	0.0092
あり	0.0183
ある	0.0226
いる	0.0119
え	0.0092
くださる	0.0092
この	0.0164
ごらん	0.0092
しな	0.0226
する	0.0074
その他	0.0082
ちひろ	0.0092
なる	0.0226
のり	0.0092
まつ	0.0164
みどり	0.0164
ウィキペディア	0.0092
エンタープライズ	0.0092
カテゴリ	0.0092
キロ	0.0092
セピア	0.0164
タクシー	0.0092
テンプレート	0.0092
ナビゲーション	0.0092
バス	0.0152
フリー	0.0092
ホーム	0.0275
マツ	0.0092
ヤナバスキー	0.0092
リンク	0.0151
・	0.0092
一	0.0092
一覧	0.0092
丁目	0.0092
中	0.0092
乗り入れる	0.0092
乗車	0.0164
事典	0.0092
事業	0.0092
五	0.0082
人	0.0183
人員	0.0164
仕方	0.0092
休止	0.0075
作成	0.0092
保育園	0.0092
信濃	0.0275
信濃大町	0.0164
信濃常盤	0.0092
信濃木崎	0.0092
信濃松川	0.0416
信濃森上	0.0092
備考	0.0092
入口	0.0092
出入口	0.0092
出典	0.0092
分割	0.0092
利用	0.0183
券売	0.0092
前	0.0183
化	0.0183
北	0.0275
北大	0.0092
北安曇	0.0164
北方	0.0092
北細野	0.0164
千	0.0092
南	0.0092
南大	0.0092
南小谷	0.0226
南神城	0.0092
南豊科	0.0092
取扱	0.0164
号	0.0092
同時に	0.0164
含む	0.0066
周辺	0.0183
営業	0.0082
国	0.0092
国有	0.0164
国道	0.0092
国鉄	0.0183
地上	0.0164
場	0.0066
外部	0.0164
夜間	0.0092
大正	0.0082
大糸線	0.0330
委託	0.0164
安曇	0.0416
安曇追分	0.0092
客	0.0092
小学校	0.0092
局	0.0092
島	0.0183
島内	0.0092
市場	0.0092
帯	0.0092
平均	0.0092
年	0.0904
年度	0.0183
廃止	0.0092
式	0.0092
当	0.0057
役場	0.0092
待ち合い	0.0092
待合室	0.0092
情報	0.0092
所	0.0092
所属	0.0151
持つ	0.0092
改称	0.0164
方面	0.0125
旅客	0.0075
日	0.0733
日本	0.0246
昭和	0.0226
時間	0.0183
月	0.0377
有	0.0092
有明	0.0164
村	0.0416
村立	0.0092
東日本	0.0226
東日本旅客鉄道	0.0330
松川	0.0549
松本	0.0458
柏矢町	0.0092
案内	0.0092
梓橋	0.0092
検索	0.0092
業務	0.0275
構内	0.0092
構造	0.0275
標高	0.0092
機	0.0092
正	0.0092
歴史	0.0164
民営	0.0082
池田	0.0118
沓掛	0.0226
海ノ口	0.0092
無人	0.0092
状況	0.0164
用いる	0.0092
町	0.0104
町営	0.0092
略号	0.0092
病院	0.0082
白馬	0.0164
白馬大池	0.0092
百科	0.0092
目次	0.0092
県	0.0198
神城	0.0092
福祉	0.0092
科	0.0092
移動	0.0092
稲尾	0.0092
穂高	0.0164
窓口	0.0183
簗場	0.0092
細野	0.0164
統計	0.0092
総合	0.0092
線	0.0226
編集	0.0679
美術館	0.0092
者	0.0075
臨	0.0092
自動	0.0092
萱	0.0092
行う	0.0082
表	0.0183
表示	0.0246
観光	0.0062
設置	0.0070
豊科	0.0164
貨物	0.0151
赤芝	0.0164
起点	0.0092
路線	0.0246
踏切	0.0092
途中	0.0070
連絡	0.0092
郡	0.0183
郵便	0.0092
野	0.0226
鉄道	0.0280
長野	0.0226
開始	0.0092
開業	0.0082
開通	0.0075
間	0.0082
関連	0.0183
降車	0.0092
隠す	0.0092
隣	0.0164
電報	0.0092
非	0.0092
面	0.0246
項目	0.0183
飯森	0.0092
駅	0.1218
駅舎	0.0226
高松	0.0092
高瀬川	0.0092
