	-0.3746
0	0.0016
1	0.0082
10	0.0020
100141	0.0020
12	0.0020
13	0.0020
1400	0.0020
150	0.0020
16	0.0020
1617	0.0020
1657	0.0020
1765	0.0020
1768	0.0020
1787	0.0020
1816	0.0020
1835	0.0020
1845	0.0020
1855	0.0020
1862	0.0020
1864	0.0020
1866	0.0020
1875	0.0020
1903	0.0020
1911	0.0040
1916	0.0020
1948	0.0020
1951	0.0020
1958	0.0020
1966	0.0036
1967	0.0018
1983	0.0020
1984	0.0036
1985	0.0018
2	0.0117
2006	0.0020
2008	0.0018
2009	0.0016
250	0.0020
3	0.0100
30	0.0020
32	0.0020
33	0.0020
4	0.0126
41	0.0020
44	0.0040
46	0.0020
48	0.0020
5	0.0090
50	0.0020
6	0.0040
64	0.0020
7	0.0036
70	0.0020
8	0.0020
9	0.0040
978	0.0018
GHQ	0.0020
Help	0.0020
ISBN	0.0020
JR	0.0020
PDF	0.0020
S	0.0020
Wikipedia	0.0020
and	0.0014
bugs	0.0020
complete	0.0020
find	0.0020
interface	0.0020
m	0.0020
translations	0.0020
us	0.0020
user	0.0020
—	0.0018
ある	0.0396
あわせる	0.0020
いう	0.0072
いく	0.0054
いずれ	0.0020
いち	0.0020
いる	0.0234
いわゆる	0.0020
う	0.0020
えむ	0.0020
お	0.0040
おいらん	0.0020
おお	0.0020
おこなう	0.0020
およそ	0.0020
おる	0.0015
お歯黒	0.0020
お願い	0.0020
かえって	0.0020
かつて	0.0018
かぶる	0.0020
かむる	0.0020
がき	0.0020
くださる	0.0040
くらべる	0.0020
ぐいすだにえき	0.0020
けい	0.0020
げんじる	0.0020
こく	0.0020
ここ	0.0080
こと	0.0300
この	0.0072
ご	0.0040
ご存じ	0.0020
さくら	0.0012
ざか	0.0020
しばしば	0.0040
しん	0.0020
すぐ	0.0020
する	0.0436
せる	0.0020
そう	0.0020
そこ	0.0020
その	0.0060
その後	0.0020
たけ	0.0020
たち	0.0080
たび	0.0020
ため	0.0108
つくる	0.0020
つける	0.0060
つなぐ	0.0020
できる	0.0040
ところ	0.0020
ど	0.0020
ない	0.0100
なぜ	0.0020
なる	0.0346
の	0.0060
はじまる	0.0020
ぶる	0.0020
ほおずき	0.0020
ほか	0.0040
ほぼ	0.0020
ほる	0.0020
ま	0.0020
めぐる	0.0016
もと	0.0020
もの	0.0040
もん	0.0020
やがて	0.0016
ょうかんじ	0.0020
よう	0.0068
ようやく	0.0020
よく	0.0020
よし	0.0040
ら	0.0020
られる	0.0072
りん	0.0020
れる	0.0533
わら	0.0020
わらう	0.0020
アーチ	0.0020
イメージ	0.0020
インター	0.0020
ウィキペディア	0.0040
ウィキメディア・コモンズ	0.0020
カ	0.0036
カテゴリ	0.0040
コミック	0.0014
サクラ	0.0020
サロン	0.0020
システム	0.0018
ソープ	0.0099
ソープランドビル	0.0020
トルコ	0.0016
トルコ風呂	0.0061
