	-0.2988
12	0.0118
157	0.0118
18	0.0638
20	0.0118
2000	0.0237
2001	0.0213
2002	0.0531
2003	0.0355
2004	0.0118
2007	0.0091
2008	0.0106
24	0.0091
25	0.0355
27	0.0118
28	0.0237
29	0.0319
3	0.0237
4	0.0106
5	0.0106
7	0.0638
8	0.0355
9	0.0118
Aries	0.0213
CIRCUS	0.0586
DC	0.0118
DVD	0.0118
Marron	0.0118
PS	0.0118
PULLTOP	0.0213
Princess	0.0213
RISE	0.0118
SUIKA	0.0293
SUMMER	0.0118
Soft	0.0213
WATER	0.0118
Wikipedia	0.0118
ZIPS	0.0118
age	0.0237
specification	0.0118
あに	0.0118
いく	0.0213
いくた	0.0118
お	0.0237
お願い	0.0118
きち	0.0427
きみ	0.0118
げっ	0.0293
ごと	0.0118
さま	0.0118
しばしば	0.0118
する	0.0143
その	0.0118
その後	0.0118
たか	0.0237
たつ	0.0592
たつき	0.0118
ちゃん	0.0195
ちる	0.0319
ときめき	0.0118
なか	0.0355
ねる	0.0213
ひまわり	0.0118
まる	0.0118
む	0.0118
ゅ	0.0293
れる	0.0070
ん	0.0425
アヂト	0.0118
イオン	0.0118
イラスト	0.0118
イラストレーター	0.0182
ウィキペディア	0.0118
カイテンネコ	0.0118
カテゴリ	0.0118
キャラクター	0.0237
ケモノ	0.0118
ゲーム	0.0118
コスモス	0.0293
コム	0.0213
コンピューター	0.0106
コンプティーク	0.0118
サイト	0.0118
ジップス	0.0118
チャペル	0.0118
チーム	0.0237
デザイン	0.0182
トラ	0.0118
ナビゲーション	0.0118
フリー	0.0237
ブランド	0.0118
ページ	0.0118
リンク	0.0098
ヶ月	0.0118
ー	0.0106
ー・	0.0118
事典	0.0118
人物	0.0293
仕事	0.0118
他社	0.0118
仮	0.0118
作品	0.0040
作成	0.0118
使う	0.0118
傘下	0.0118
入社	0.0213
全	0.0118
公式	0.0118
再び	0.0118
出典	0.0118
出身	0.0237
千葉	0.0213
原画	0.0355
参加	0.0237
各	0.0118
同人	0.0118
名義	0.0474
君	0.0213
呑	0.0118
夏	0.0474
外部	0.0106
大国	0.0118
家	0.0154
屋	0.0118
希	0.0118
年	0.1594
年齢	0.0118
後	0.0118
所属	0.0098
手がける	0.0118
担当	0.0118
挑戦	0.0106
描く	0.0118
改名	0.0118
数	0.0118
新	0.0118
日	0.1659
日本	0.0213
旧	0.0162
明日	0.0118
星	0.0106
月	0.1367
望む	0.0237
検索	0.0118
水	0.0425
永遠	0.0237
活動	0.0213
漫画	0.0051
版	0.0118
状	0.0106
独立	0.0081
現在	0.0118
生田	0.0118
発売	0.0091
百科	0.0118
直後	0.0118
県	0.0171
知る	0.0118
禁	0.0364
移動	0.0118
竜	0.0118
章	0.0118
経歴	0.0106
絵師	0.0118
編集	0.0293
裏	0.0106
角川書店	0.0118
逆	0.0118
野中	0.0118
鍋	0.0118
開発	0.0091
間	0.0106
関わる	0.0106
闇	0.0118
雑誌	0.0098
非	0.0474
鷹	0.0118
