	-0.3182
01003155800	0.0073
02031355700	0.0073
1	0.0400
108	0.0073
11	0.0121
150	0.0073
1936	0.0293
2	0.0238
21	0.0073
22	0.0073
25	0.0073
29	0.0132
3	0.0440
30	0.0147
36	0.0073
38	0.0073
4	0.0066
500	0.0066
68	0.0073
7	0.0132
8	0.0073
875	0.0073
9	0.0147
B	0.0073
C	0.0073
JACAR	0.0132
Ref	0.0132
Wikipedia	0.0073
m	0.0073
あたる	0.0073
ある	0.0121
いる	0.0048
きん	0.0073
こと	0.0147
これ	0.0147
する	0.0651
それ	0.0073
ため	0.0132
ところ	0.0073
なる	0.0060
もの	0.0220
ょうこうじけん	0.0073
よる	0.0121
ら	0.0073
られる	0.0066
アジア	0.0060
ウィキペディア	0.0073
オラホドガ	0.0073
カテゴリ	0.0073
ゲーペーウー	0.0073
センター	0.0073
ソ	0.0333
ソビエト	0.0073
ソ連	0.0658
タウラン	0.0073
ナビゲーション	0.0073
ノモンハン	0.0073
ハルビン	0.0073
フリー	0.0073
一	0.0220
一旦	0.0073
一行	0.0073
一部	0.0073
三	0.0060
下旬	0.0073
不	0.0073
不法	0.0073
中立	0.0073
乾	0.0073
事件	0.0507
事典	0.0073
事情	0.0073
亜	0.0066
交渉	0.0132
人	0.0367
付近	0.0066
以上	0.0073
件	0.0073
会	0.0100
会議	0.0066
体	0.0073
作成	0.0073
側	0.0514
入る	0.0073
兵	0.0367
兵舎	0.0073
処理	0.0073
処罰	0.0073
出る	0.0073
出典	0.0073
出動	0.0073
判断	0.0073
前線	0.0073
十	0.0147
十一月	0.0073
十二月	0.0073
南方	0.0073
参考	0.0066
参謀	0.0073
双方	0.0073
反乱	0.0132
収まる	0.0073
受ける	0.0066
合同	0.0132
合意	0.0073
同年	0.0073
名	0.0132
向かう	0.0147
哈廟	0.0073
哈爾	0.0073
回収	0.0073
国	0.0367
国境	0.0514
国軍	0.0225
国領	0.0073
在	0.0073
地図	0.0073
地帯	0.0073
地点	0.0147
執務	0.0073
報告	0.0073
増派	0.0073
士官	0.0073
外交	0.0293
外務省	0.0132
大	0.0073
大使	0.0073
大隊	0.0073
太田	0.0073
委員	0.0147
官	0.0073
実現	0.0073
密	0.0132
射撃	0.0132
小規模	0.0073
局	0.0073
山県	0.0073
岔子	0.0073
峰	0.0073
島	0.0073
嶺子	0.0073
工作	0.0066
師団	0.0073
年	0.0724
幹部	0.0073
康徳	0.0073
廠	0.0300
引渡し	0.0073
張	0.0066
強める	0.0073
応射	0.0073
戦	0.0073
戦傷	0.0073
戦前	0.0073
戦死	0.0073
戦闘	0.0293
所持	0.0073
扇動	0.0073
抗議	0.0132
放つ	0.0073
政府	0.0073
文献	0.0066
日	0.1174
日本	0.0724
日本人	0.0073
日系	0.0073
日記	0.0073
昭和	0.0302
時代	0.0073
書	0.0147
最初	0.0073
月	0.0605
条約	0.0066
東方	0.0073
枚	0.0056
検索	0.0073
機関	0.0073
欧	0.0073
正確	0.0073
武力	0.0073
歩兵	0.0073
歴史	0.0066
死体	0.0073
死傷	0.0073
殺害	0.0073
求める	0.0073
河	0.0073
測量	0.0073
満	0.0367
満州	0.0440
溝	0.0300
火	0.0073
特務	0.0073
率いる	0.0073
現地	0.0181
申し入れる	0.0073
発生	0.0293
発砲	0.0132
百科	0.0073
的	0.0053
監視	0.0073
目	0.0056
目的	0.0073
相当	0.0073
相次ぐ	0.0073
知る	0.0073
移動	0.0073
突如	0.0073
章	0.0073
第	0.0395
紛争	0.0181
組織	0.0073
経過	0.0073
結果	0.0147
綏芬	0.0073
総領事	0.0073
線	0.0060
編集	0.0181
翌	0.0073
者	0.0181
聴取	0.0073
脱走	0.0225
自	0.0073
至	0.0066
蒙る	0.0073
行う	0.0066
衝突	0.0073
視察	0.0073
記録	0.0066
設置	0.0113
誤る	0.0073
課	0.0073
調査	0.0066
警戒	0.0073
議定	0.0132
責任	0.0073
資料	0.0073
起きる	0.0073
起こる	0.0066
越境	0.0132
軍	0.0293
軍事	0.0066
軍兵	0.0073
軍部	0.0073
近い	0.0073
追跡	0.0073
連邦	0.0050
連隊	0.0073
部	0.0073
部隊	0.0132
里	0.0073
金	0.0440
銃撃	0.0073
長	0.0220
間	0.0197
関係	0.0147
関東軍	0.0073
陸	0.0073
陸軍	0.0073
隊	0.0147
非難	0.0073
頁	0.0066
領	0.0073
領内	0.0073
駐	0.0073
駐屯	0.0073
高地	0.0073
鼓	0.0073
